% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
527 +5.126078458e+01 +5.126078458e+01 +1.687607846e+02 +1.687607846e+02 -1.6209e+00 +1.5957e+00 +3.2878e+00 +2.1332e+00 +3.3833e+00 +7.6190e-01 +3.0429e+00 -3.3423e+00 +2.5395e-01 -2.2954e+00 +1.6340e+00 +1.0837e+00 -1.1322e+00 +2.0168e+00 +1.0913e+00 -3.8167e-01 -8.4921e-01 +1.0614e+00 +1.0515e+00 -4.4944e-02
656 +3.759633455e+01 +3.759633455e+01 +1.550963345e+02 +1.550963345e+02 -1.3472e+00 +1.5573e+00 +3.4656e+00 +2.7584e+00 +3.7505e+00 +4.5592e-01 +3.5319e+00 -2.5893e+00 +4.0450e-01 -3.4703e+00 +5.3396e-01 +2.0517e+00 -1.8845e+00 +3.4251e+00 -2.3797e-01 -1.1142e+00 -4.4075e-01 +1.1771e+00 +1.1132e+00 +1.1791e+00
979 +2.475323990e+01 +2.475323990e+01 +1.422532399e+02 +1.422532399e+02 -1.5011e+00 +1.9079e+00 +3.0603e+00 +2.0215e+00 +2.9686e+00 +3.3772e-01 +4.7189e+00 -5.6654e-01 -1.6690e-01 -3.8420e+00 +1.6481e+00 +2.2928e+00 -2.7328e+00 +3.9426e+00 +1.2964e+00 -1.2854e+00 -4.2848e-01 +1.4238e+00 +1.0014e+00 -2.1880e-01
1344 +1.577663157e+01 +1.577663157e+01 +1.332766316e+02 +1.332766316e+02 -2.2090e+00 +2.4394e+00 +3.8956e+00 +1.1765e+00 +2.6368e+00 +7.9970e-01 +4.1479e+00 -9.7156e-02 -8.0735e-01 -4.8038e+00 +1.7581e+00 +2.4299e+00 -3.5128e+00 +4.4763e+00 +1.9910e+00 -1.0872e+00 -8.9155e-01 +1.1226e+00 +1.2844e+00 -5.7202e-01
4860 +8.057734284e+00 +8.057734284e+00 +1.255577343e+02 +1.255577343e+02 -5.4484e-01 +1.6878e+00 +4.8510e+00 +2.2100e+00 +1.3170e+00 +2.1714e+00 +3.6696e+00 -1.5876e+00 +1.3018e-01 -2.8951e+00 -1.3050e+00 +3.1538e+00 -3.3222e+00 +7.4476e-01 +1.1786e+00 -2.8557e-01 -2.5637e+00 -3.9126e-01 +4.4380e+00 -1.4770e+00
4932 +5.909845085e+00 +5.909845085e+00 +1.234098451e+02 +1.234098451e+02 -5.1374e-01 +1.7722e+00 +4.6598e+00 +2.3977e+00 +1.3650e+00 +2.7794e+00 +3.8937e+00 -1.6305e+00 -8.4444e-02 -3.0850e+00 -1.0551e+00 +3.3500e+00 -3.2589e+00 +8.6940e-01 +1.2785e+00 -4.5960e-02 -2.4619e+00 -5.4943e-01 +4.5750e+00 -1.4026e+00
27664 +3.911947543e+00 +3.911947543e+00 +1.214119475e+02 +1.214119475e+02 -2.0501e+00 +2.8156e+00 +3.0469e+00 +1.9740e+00 +2.9956e+00 +1.0666e+00 +2.3099e+00 -7.7610e-01 +2.9678e-01 -4.4341e+00 +1.2376e+00 +2.3648e+00 -3.4985e+00 +2.5723e+00 +2.1997e+00 -1.2084e+00 -2.0062e+00 -4.0243e-01 +2.3596e+00 -1.5773e+00
56235 +2.507788681e+00 +2.507788681e+00 +1.200077887e+02 +1.200077887e+02 -1.7015e+00 +2.4026e+00 +4.4007e+00 +2.4071e+00 +2.1433e+00 +2.0575e+00 +3.7929e+00 -8.3356e-01 -5.0541e-01 -4.2460e+00 +1.2176e+00 +2.6345e+00 -3.5374e+00 +2.1444e+00 +1.4922e+00 -3.1503e-01 -2.2299e+00 +3.7942e-01 +2.8375e+00 -1.7017e+00
184310 +1.571119729e+00 +1.571119729e+00 +1.190711197e+02 +1.190711197e+02 -1.2561e+00 +2.3747e+00 +4.4329e+00 +2.3969e+00 +2.0273e+00 +2.2334e+00 +1.9439e+00 -1.4530e+00 +1.8537e-01 -3.7701e+00 +1.5970e-01 +2.6984e+00 -3.4293e+00 +2.0919e-01 +2.2159e+00 -7.0326e-02 -3.1235e+00 -1.2913e+00 +3.9509e+00 -2.2953e+00
% function evaluation | noise-free fitness - Fopt (5.348000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.157433281e+03 +1.157433281e+03 +1.210913281e+03 +1.210913281e+03 +2.1366e+00 -7.6116e-02 +3.9045e+00 +3.9345e+00 +1.3747e+00 +8.4893e-01 +7.2516e-01 -1.0958e+00 -3.7314e+00 +2.7131e+00 -1.8161e-01 -1.4891e-01 +9.2639e-01 -1.6499e-01 +2.2843e+00 +1.6544e+00 -3.5482e+00 -2.6028e+00 +2.3253e+00 -3.4495e+00
7 +9.561890953e+02 +9.561890953e+02 +1.009669095e+03 +1.009669095e+03 -2.1910e-01 +1.3784e+00 +4.8314e+00 +2.7553e+00 +7.8260e-01 -2.1658e+00 +1.9833e+00 -5.0297e-01 -3.0048e+00 +4.1684e+00 +7.4355e-01 -4.1612e-01 -1.7271e+00 -9.9081e-01 +1.7406e-01 +4.1056e-01 -3.7688e+00 -4.2969e+00 +3.1114e+00 -1.9184e+00
28 +5.920297696e+02 +5.920297696e+02 +6.455097696e+02 +6.455097696e+02 -1.6505e+00 -3.1307e+00 +2.0593e+00 +3.8460e+00 +3.0604e+00 -1.1450e+00 +5.1447e+00 +1.9408e+00 -2.8282e+00 +8.9207e-01 +2.2464e+00 +4.3039e+00 -1.0813e+00 +1.2780e+00 +4.2678e+00 +6.6689e+00 -7.7841e+00 +1.2539e+00 +2.5241e+00 -5.2002e+00
142 +3.736356859e+02 +3.736356859e+02 +4.271156859e+02 +4.271156859e+02 -8.4401e-01 -1.6350e+00 +2.4089e+00 +2.6133e+00 +2.4553e+00 -3.3245e-01 +3.6586e+00 -2.7491e-01 -1.7476e+00 +7.5736e-01 +5.9458e-01 -6.2978e-01 +2.8352e+00 +1.1314e+00 -5.4669e-02 +5.4444e+00 -7.0292e+00 -5.8704e-01 +3.3405e+00 -6.2268e-01
202 +2.420550221e+02 +2.420550221e+02 +2.955350221e+02 +2.955350221e+02 -1.8066e+00 -4.3215e+00 +3.7014e+00 +1.5181e+00 +1.0551e+00 -1.2985e+00 +3.1702e+00 +4.8603e-01 -2.1149e+00 -1.2904e+00 -4.4947e-01 +8.8928e-01 +4.0042e+00 +1.7451e+00 +2.2068e+00 +4.3557e+00 -7.3736e+00 -7.5433e-01 +4.0139e+00 -2.7695e+00
319 +1.438714502e+02 +1.438714502e+02 +1.973514502e+02 +1.973514502e+02 -2.2867e+00 -3.5303e+00 +4.2900e+00 +1.2037e+00 +2.1802e+00 -4.0654e-01 +3.9824e+00 -6.8593e-01 -1.6332e+00 -8.2818e-01 +1.0219e+00 +7.1954e-01 +4.1431e+00 +2.5528e+00 +2.7375e+00 +2.8684e+00 -3.9845e+00 -1.5913e+00 +5.4054e+00 +6.6733e-01
558 +9.573408404e+01 +9.573408404e+01 +1.492140840e+02 +1.492140840e+02 -1.4117e+00 -2.5035e+00 +3.4454e+00 -1.3812e+00 +1.1883e+00 +5.7644e-01 +1.8448e+00 -2.5181e+00 -5.6622e-01 -1.9833e+00 -7.2834e-01 +2.0378e+00 +3.5806e+00 +1.9853e-01 +4.5237e+00 +2.4703e+00 -2.8159e+00 -1.2807e+00 +4.4483e+00 +2.4315e+00
751 +5.505760997e+01 +5.505760997e+01 +1.085376100e+02 +1.085376100e+02 -1.5999e+00 -2.7077e+00 +3.2049e+00 -2.3099e+00 +1.1097e+00 +1.2432e+00 +8.6020e-01 -1.2947e+00 +4.2246e-01 -2.0315e+00 -9.2205e-01 +1.2820e+00 +4.6206e+00 -2.2260e+00 +1.8042e+00 +2.4534e+00 -2.9451e+00 +7.0993e-01 +2.5483e+00 +1.7049e+00
861 +3.336653857e+01 +3.336653857e+01 +8.684653857e+01 +8.684653857e+01 -7.6856e-01 -2.5546e+00 +2.9856e+00 -2.5176e+00 +5.8758e-01 +5.4417e-01 +1.4996e+00 -1.1490e+00 +4.0709e-02 -1.7566e+00 -1.0442e-01 +6.9697e-01 +3.3963e+00 -2.1376e+00 +1.0437e+00 +1.1439e+00 -1.3704e+00 -8.2250e-02 +1.4364e+00 +2.7103e+00
1130 +2.407508201e+01 +2.407508201e+01 +7.755508201e+01 +7.755508201e+01 -1.5663e+00 -3.4238e+00 +3.3567e+00 -2.4483e+00 -2.1506e-02 +6.6980e-01 +1.5351e+00 -1.1230e+00 -3.6484e-01 -2.3010e+00 -5.4440e-01 +1.3689e+00 +3.2399e+00 -1.8004e+00 +9.9346e-01 +2.0084e+00 -1.3925e+00 +5.8081e-01 +1.1971e+00 +2.1962e+00
1358 +1.468421038e+01 +1.468421038e+01 +6.816421038e+01 +6.816421038e+01 -9.5612e-01 -2.8342e+00 +3.4832e+00 -2.2800e+00 -1.3107e+00 +3.6493e-01 +1.4934e+00 +2.2552e-01 +5.3376e-01 -1.5489e+00 -8.5735e-01 +2.2308e+00 +2.8563e+00 -2.2719e+00 +1.1134e+00 +6.9875e-01 +5.1221e-01 +1.2406e+00 +1.2841e+00 +3.2529e+00
1624 +9.757883383e+00 +9.757883383e+00 +6.323788338e+01 +6.323788338e+01 -3.0805e-01 -2.6323e+00 +3.4981e+00 -2.2389e+00 -9.2353e-01 +4.4980e-01 +1.6324e+00 +1.9547e-01 +3.9482e-01 -1.3836e+00 -4.3358e-01 +1.8252e+00 +2.6120e+00 -2.2162e+00 +6.1907e-01 +1.1890e+00 +6.1487e-01 +1.4031e+00 +7.3400e-01 +3.2752e+00
14377 +6.101038623e+00 +6.101038623e+00 +5.958103862e+01 +5.958103862e+01 +1.8687e+00 -4.2926e+00 +2.8458e+00 -2.4031e+00 -2.6983e+00 +5.0759e-01 +3.1703e+00 +1.4310e+00 -1.6277e-01 -9.8742e-01 -4.4169e-02 +2.4639e+00 +8.8438e-01 -3.3796e+00 +1.6267e+00 +2.2001e+00 +1.1187e+00 +1.4402e+00 -1.8112e+00 +3.1390e+00
40360 +3.915346143e+00 +3.915346143e+00 +5.739534614e+01 +5.739534614e+01 +2.6135e+00 -3.8973e+00 +4.7695e+00 -1.4873e+00 -3.0069e+00 +1.3766e-01 +2.5559e+00 +1.9743e+00 +3.4910e-01 -2.0119e-01 +5.8315e-01 +3.8583e+00 +3.1857e-01 -2.4708e+00 +1.5441e+00 +8.2071e-01 +3.3208e+00 +2.3929e+00 +7.3978e-01 +4.3825e+00
195673 +2.430346284e+00 +2.430346284e+00 +5.591034628e+01 +5.591034628e+01 +1.8669e+00 -4.4471e+00 +3.6723e+00 -1.8776e+00 -3.0145e+00 +1.4310e-01 +3.2248e+00 +1.4744e+00 +3.0533e-01 -1.1641e-01 -3.4473e-01 +3.6042e+00 +8.2854e-01 -2.3920e+00 +2.0988e+00 +9.7460e-01 +1.5068e+00 +2.2333e+00 -3.4284e-01 +3.1660e+00
488281 +1.516807303e+00 +1.516807303e+00 +5.499680730e+01 +5.499680730e+01 +2.0747e+00 -4.7418e+00 +4.0043e+00 -2.3971e+00 -2.8770e+00 +1.1900e-01 +2.9008e+00 +1.9370e+00 +2.2923e-01 -3.1179e-01 -6.0685e-01 +3.6417e+00 +1.0028e+00 -2.6159e+00 +1.3215e+00 +8.6187e-01 +1.6806e+00 +2.0628e+00 -5.3868e-01 +3.3033e+00
495161 +9.876180283e-01 +9.876180283e-01 +5.446761803e+01 +5.446761803e+01 +2.5370e+00 -4.1029e+00 +4.1591e+00 -2.7348e+00 -2.9060e+00 +1.5226e-01 +2.2037e+00 +1.9662e+00 +5.3381e-01 -6.0276e-01 -5.0282e-01 +3.5145e+00 +1.0262e+00 -3.0170e+00 +1.0732e+00 +4.8507e-01 +2.4275e+00 +1.7875e+00 -4.2703e-01 +3.9068e+00
% function evaluation | noise-free fitness - Fopt (7.780000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.368166226e+03 +2.368166226e+03 +2.375946226e+03 +2.375946226e+03 -3.3252e+00 +2.1091e+00 +9.5698e-01 -2.7113e+00 -2.6896e+00 -5.0408e-02 -3.3672e+00 -4.5698e-01 +2.8235e+00 +3.6066e+00 -3.2844e+00 -3.2753e+00 +6.4430e-01 +2.8130e+00 -2.1913e+00 +1.2846e+00 +3.9598e+00 +2.9384e+00 +3.2047e-01 -3.3498e+00
2 +9.702001988e+02 +9.702001988e+02 +9.779801988e+02 +9.779801988e+02 +1.3041e+00 +3.1898e+00 +5.3003e+00 -3.7134e+00 -1.5147e+00 -8.5499e-01 -4.2139e+00 +2.0852e+00 +3.6808e+00 +2.2442e+00 -1.0782e+00 -1.4221e+00 +1.3096e+00 -1.2836e+00 -1.3550e+00 +2.7480e-01 +4.0546e+00 +4.2539e+00 -3.4031e+00 -2.6410e+00
21 +5.412966930e+02 +5.412966930e+02 +5.490766930e+02 +5.490766930e+02 +2.6833e+00 +1.3043e+00 +2.4428e+00 -2.8429e+00 -3.8246e+00 -1.8196e-02 -2.3547e+00 +1.9690e+00 +2.8282e+00 +6.2481e-01 -3.7328e+00 +2.1328e+00 +9.3554e-01 +4.1904e+00 -4.3233e+00 +1.6536e+00 +2.9862e+00 +2.1848e+00 -3.2810e+00 -4.1824e+00
156 +3.342622203e+02 +3.342622203e+02 +3.420422203e+02 +3.420422203e+02 +4.3674e+00 +1.3867e+00 +1.4298e+00 +4.5909e-01 -2.7260e+00 +3.5287e+00 -2.2017e+00 +1.8388e+00 +4.0368e+00 +1.1027e+00 -9.9048e-01 +6.2735e-01 +1.4128e+00 +2.1611e+00 -1.8564e+00 +1.4262e+00 +7.0842e+00 +6.4670e+00 -4.0649e+00 +5.0739e-01
222 +2.272517270e+02 +2.272517270e+02 +2.350317270e+02 +2.350317270e+02 +3.4841e+00 +7.8468e-01 +2.1836e+00 -2.2075e+00 -3.4104e-01 +6.5793e-01 +9.0136e-01 +2.0633e+00 +2.9608e+00 -3.7557e+00 +7.6626e-01 +1.8166e+00 +2.1438e+00 -1.9639e+00 -2.9487e+00 +2.2291e+00 +6.5522e+00 +4.6560e+00 -3.0635e+00 +7.2215e-02
357 +1.540105670e+02 +1.540105670e+02 +1.617905670e+02 +1.617905670e+02 +2.7004e+00 -6.4563e-02 +9.4838e-01 -2.0035e-01 -4.6519e+00 +3.5522e+00 -2.0266e+00 +2.4031e+00 +4.8443e+00 -7.4783e-01 -1.4102e+00 +1.7640e+00 +3.4782e+00 -1.5225e+00 -8.5661e-01 +2.2437e+00 +3.6883e+00 +3.8049e+00 -2.4474e+00 -3.1646e-01
426 +9.026578662e+01 +9.026578662e+01 +9.804578662e+01 +9.804578662e+01 +8.8771e-01 -7.5514e-01 +1.0955e+00 -2.4856e+00 -3.7460e+00 +2.5369e+00 -8.2776e-01 +3.6406e+00 +3.8478e+00 -5.3204e-01 -1.1211e+00 +1.1522e+00 +3.1553e+00 -1.1042e+00 -4.8843e-01 +1.5890e+00 +2.1284e+00 +2.0171e+00 -3.3170e+00 -2.4692e+00
469 +5.666579810e+01 +5.666579810e+01 +6.444579810e+01 +6.444579810e+01 +6.8338e-01 -1.7404e+00 -2.2573e-01 -1.7459e+00 -3.4268e+00 +2.4525e+00 -3.1700e-01 +3.2853e+00 +2.3006e+00 -8.9688e-01 -9.5196e-01 +1.0096e+00 +1.8874e+00 -1.7421e+00 -1.2472e-01 +2.9269e+00 +2.0600e+00 +2.5507e+00 -3.8764e+00 -1.7746e+00
675 +3.660217744e+01 +3.660217744e+01 +4.438217744e+01 +4.438217744e+01 -4.9054e-01 -2.4602e+00 +7.9221e-01 -5.1880e+00 -3.4515e+00 +3.0185e+00 +1.4359e+00 +2.3312e+00 +3.4307e+00 -6.4390e-01 -1.9165e+00 +2.5656e-01 +2.9614e+00 -3.5149e+00 +4.5479e-01 +4.2451e+00 +1.0758e-01 +2.3471e+00 -4.8718e+00 -5.4540e-01
811 +2.390030321e+01 +2.390030321e+01 +3.168030321e+01 +3.168030321e+01 -3.1403e-01 -2.3554e+00 +3.3542e-01 -4.8397e+00 -3.7604e+00 +4.4544e+00 +1.0835e+00 +3.3358e+00 +3.8308e+00 -6.5464e-01 -1.5796e+00 +8.3966e-01 +3.4754e+00 -3.6039e+00 +9.1172e-01 +4.4324e+00 -4.2714e-02 +2.3116e+00 -3.9989e+00 -2.5586e+00
1018 +1.580221263e+01 +1.580221263e+01 +2.358221263e+01 +2.358221263e+01 +7.0227e-01 -1.7097e+00 +3.4549e-01 -4.0329e+00 -3.3904e+00 +5.2254e+00 +1.8689e+00 +1.9911e+00 +3.2619e+00 -1.3632e+00 -2.1429e+00 +6.9500e-01 +3.6984e+00 -2.3447e+00 +1.5687e+00 +4.4819e+00 +8.7978e-01 +1.9740e+00 -3.3096e+00 -1.7665e+00
1156 +9.186489811e+00 +9.186489811e+00 +1.696648981e+01 +1.696648981e+01 +1.7371e+00 -1.5785e+00 +9.1052e-01 -3.3560e+00 -2.6826e+00 +4.8271e+00 +1.8603e+00 +2.3044e+00 +3.5153e+00 -1.3748e+00 -1.7335e+00 +1.1061e+00 +3.7967e+00 -3.4327e+00 +1.8864e+00 +3.4008e+00 +9.5436e-01 +1.8915e+00 -3.6882e+00 -2.1470e+00
1409 +5.142979130e+00 +5.142979130e+00 +1.292297913e+01 +1.292297913e+01 +2.4573e+00 -1.7992e+00 +1.3650e+00 -3.4151e+00 -2.4578e+00 +4.3658e+00 +1.7991e+00 +1.6715e+00 +2.8070e+00 -2.2363e+00 -1.5238e+00 +9.9070e-01 +3.6743e+00 -3.0676e+00 +1.9947e+00 +3.3484e+00 +9.5798e-01 +1.4916e+00 -3.0287e+00 -2.5191e+00
1583 +3.603429062e+00 +3.603429062e+00 +1.138342906e+01 +1.138342906e+01 +2.2013e+00 -1.8846e+00 +9.9247e-01 -3.2853e+00 -2.6115e+00 +4.2484e+00 +1.7201e+00 +1.4564e+00 +2.6758e+00 -2.2470e+00 -1.3142e+00 +1.0701e+00 +4.0190e+00 -3.0777e+00 +2.0971e+00 +3.5448e+00 +1.0801e+00 +1.5377e+00 -3.1020e+00 -2.6374e+00
34575 +2.500814965e+00 +2.500814965e+00 +1.028081496e+01 +1.028081496e+01 +2.1147e+00 -2.2639e+00 +1.0864e+00 -3.3989e+00 -2.5206e+00 +4.2370e+00 +1.8684e+00 +1.4676e+00 +2.6810e+00 -2.3079e+00 -1.6663e+00 +1.1238e+00 +4.0174e+00 -3.6326e+00 +2.4335e+00 +3.8759e+00 +7.9731e-01 +1.1667e+00 -3.2731e+00 -3.0861e+00
448671 +1.534254427e+00 +1.534254427e+00 +9.314254427e+00 +9.314254427e+00 +3.0231e+00 -2.3580e+00 +1.1010e+00 -2.8112e+00 -2.2432e+00 +3.4592e+00 +1.6133e+00 +2.6614e-01 +1.2489e+00 -2.6578e+00 -5.1456e-01 +9.5157e-01 +4.3812e+00 -2.8696e+00 +3.2822e+00 +3.5712e+00 +3.2977e-02 +5.9049e-01 -2.6162e+00 -3.9429e+00
448982 +9.860185633e-01 +9.860185633e-01 +8.766018563e+00 +8.766018563e+00 +3.0076e+00 -2.3729e+00 +1.0464e+00 -3.2141e+00 -2.2162e+00 +3.3175e+00 +1.5967e+00 +3.6617e-01 +1.2384e+00 -2.7315e+00 -6.5460e-01 +9.3331e-01 +4.2296e+00 -3.0304e+00 +3.3471e+00 +3.6902e+00 -1.0935e-01 +5.4010e-01 -2.7199e+00 -3.9161e+00
% function evaluation | noise-free fitness - Fopt (7.260000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.067928416e+03 +1.067928416e+03 +1.140528416e+03 +1.140528416e+03 +2.7279e+00 -3.6550e+00 -1.4256e+00 +2.7359e-01 -2.9883e+00 -8.2220e-01 -2.5094e-01 +3.5508e+00 +1.4857e+00 -3.9435e+00 +3.6059e+00 +3.4197e+00 -9.5975e-01 -2.1042e-01 -7.2766e-01 -2.3481e+00 -1.4660e+00 +3.5385e+00 +2.7406e+00 -1.5315e+00
2 +6.153825049e+02 +6.153825049e+02 +6.879825049e+02 +6.879825049e+02 +4.3036e+00 -1.2657e+00 +3.0117e+00 +1.4237e+00 -5.0729e+00 -4.3187e-01 +3.1952e+00 +4.4227e+00 -1.7003e+00 +4.7659e-01 +2.1308e+00 +2.3675e+00 +7.2606e-01 -5.7636e-02 -2.9973e+00 -2.0314e+00 -3.9848e+00 +5.8286e+00 +3.7147e+00 -1.8895e+00
98 +3.691554495e+02 +3.691554495e+02 +4.417554495e+02 +4.417554495e+02 +2.7877e+00 -4.1367e+00 -8.9210e-01 +3.4959e+00 -4.3926e+00 -2.3534e+00 +5.0001e+00 +1.9336e+00 -1.5218e-01 -5.5003e+00 +4.6390e-01 +2.6208e+00 +1.2627e+00 -2.7691e+00 -1.6481e+00 -3.4993e+00 -2.4250e+00 +1.7814e+00 +6.1162e+00 -1.4221e+00
120 +1.468620477e+02 +1.468620477e+02 +2.194620477e+02 +2.194620477e+02 +2.3933e+00 -6.4078e+00 -1.7575e+00 +3.1076e+00 -6.4788e+00 +1.2665e+00 +2.7334e+00 +2.4014e+00 +1.2035e+00 -3.5582e+00 +9.4416e-01 +3.0115e+00 -5.6585e-01 -5.5109e-01 -4.0321e-01 +1.0326e+00 +8.7187e-01 -1.0504e-02 +4.2323e+00 +3.6552e-01
313 +9.482323093e+01 +9.482323093e+01 +1.674232309e+02 +1.674232309e+02 +3.2440e+00 -4.1511e+00 +1.3840e-02 +1.8703e+00 -4.1254e+00 +7.9843e-01 +3.5460e+00 +2.2278e+00 -1.7971e-01 -4.2038e+00 +8.0704e-01 +1.7569e+00 -5.8577e-01 -1.8967e+00 -1.0849e+00 +1.4379e+00 +2.5677e+00 -1.4932e+00 +3.2557e+00 +4.5272e-01
408 +6.191809503e+01 +6.191809503e+01 +1.345180950e+02 +1.345180950e+02 +2.5350e+00 -3.6050e+00 +9.0994e-01 +6.5343e-01 -4.9782e+00 +1.5408e+00 +2.8580e+00 +3.1613e+00 -8.1378e-01 -2.0842e+00 +3.1617e-01 +2.7143e+00 -3.5393e-01 -1.8136e+00 -5.5054e-01 +3.7335e-01 +1.5155e+00 +8.1067e-01 +2.9208e+00 -8.3492e-01
489 +3.535194402e+01 +3.535194402e+01 +1.079519440e+02 +1.079519440e+02 +1.8114e+00 -4.2583e+00 +1.3110e+00 +7.5815e-01 -4.3567e+00 +2.0544e+00 +2.5801e+00 +3.1925e+00 -1.5972e+00 -2.0411e+00 -4.7112e-02 +2.2539e+00 -1.6264e-01 -2.1938e+00 -7.8531e-01 +1.6932e+00 +2.8410e+00 -7.0120e-01 +1.9257e+00 -1.6459e-01
617 +2.272234277e+01 +2.272234277e+01 +9.532234277e+01 +9.532234277e+01 +1.1280e+00 -5.0301e+00 +1.7430e+00 -3.1444e-01 -3.8309e+00 +2.4289e+00 +1.2448e+00 +3.4807e+00 -1.0390e+00 -1.4032e+00 -1.2918e+00 +4.0262e+00 +1.4944e-01 -2.2332e+00 -1.2694e+00 +2.0092e+00 +2.3433e+00 -2.7035e-01 +1.0282e+00 +1.2471e+00
698 +1.367001600e+01 +1.367001600e+01 +8.627001600e+01 +8.627001600e+01 +1.3045e+00 -4.4061e+00 +2.2942e+00 +1.6192e-01 -3.6756e+00 +2.7656e+00 +2.5918e-01 +3.4691e+00 -1.4268e+00 -1.3928e+00 -2.1807e+00 +3.7523e+00 -6.0156e-01 -3.3457e+00 -7.6540e-01 +2.1015e+00 +2.7028e+00 -4.1182e-01 -3.3844e-01 +5.8231e-01
742 +9.481249401e+00 +9.481249401e+00 +8.208124940e+01 +8.208124940e+01 +7.2362e-01 -4.6871e+00 +2.9105e+00 -3.0247e-02 -3.3610e+00 +2.7554e+00 +6.5626e-01 +3.2807e+00 -1.1387e+00 -1.6618e+00 -2.6928e+00 +4.2864e+00 -2.0727e-01 -2.7603e+00 -1.5234e+00 +2.5828e+00 +2.5358e+00 -2.1900e-01 -3.2824e-01 +1.3968e+00
1748 +6.305995836e+00 +6.305995836e+00 +7.890599584e+01 +7.890599584e+01 +7.7001e-01 -4.8863e+00 +1.7862e+00 -5.2893e-01 -3.6955e+00 +3.2123e+00 +2.8625e-01 +3.7218e+00 -8.9656e-01 -1.3606e+00 -2.6974e+00 +3.8643e+00 -2.6824e-01 -2.3443e+00 -4.1251e-01 +3.0694e+00 +2.8354e+00 -4.2968e-01 -1.9590e-01 +1.6352e+00
3903 +3.538413647e+00 +3.538413647e+00 +7.613841365e+01 +7.613841365e+01 +2.9019e+00 -3.3818e+00 +2.1648e+00 -2.7695e-01 -3.5211e+00 +2.1629e+00 +8.4076e-02 +3.1327e+00 +5.9901e-01 -1.5737e+00 -2.3062e+00 +2.5665e+00 -1.2668e+00 -3.6636e+00 -1.0279e+00 +2.9278e+00 +2.4639e+00 -1.8230e-01 -1.2902e+00 +1.9491e+00
4043 +2.390348610e+00 +2.390348610e+00 +7.499034861e+01 +7.499034861e+01 +2.5892e+00 -3.3701e+00 +2.1660e+00 -3.9427e-01 -3.5334e+00 +2.5018e+00 -4.9626e-01 +3.0409e+00 +5.1289e-01 -1.4180e+00 -2.2428e+00 +2.7034e+00 -1.0734e+00 -3.5011e+00 -1.5040e+00 +3.2825e+00 +1.9171e+00 -1.3002e-01 -1.3565e+00 +2.2467e+00
4189 +1.501200762e+00 +1.501200762e+00 +7.410120076e+01 +7.410120076e+01 +2.7316e+00 -3.7631e+00 +1.8729e+00 -4.5086e-01 -3.7650e+00 +2.2269e+00 -4.7304e-01 +3.3624e+00 +2.2631e-01 -1.5296e+00 -2.3884e+00 +2.8400e+00 -1.2633e+00 -3.3720e+00 -1.3199e+00 +3.2219e+00 +2.0414e+00 -1.9853e-01 -1.3216e+00 +2.1484e+00
4416 +9.216246237e-01 +9.216246237e-01 +7.352162462e+01 +7.352162462e+01 +2.5728e+00 -3.8609e+00 +1.7864e+00 -2.6577e-01 -3.9034e+00 +2.2003e+00 -6.1548e-01 +3.3018e+00 +4.6494e-01 -1.4685e+00 -2.5080e+00 +2.8939e+00 -1.1426e+00 -3.4587e+00 -1.2390e+00 +3.1784e+00 +1.9321e+00 -2.0500e-01 -1.3193e+00 +2.0242e+00
4609 +6.175958913e-01 +6.175958913e-01 +7.321759589e+01 +7.321759589e+01 +2.4895e+00 -3.7133e+00 +1.8682e+00 -4.6148e-01 -3.8619e+00 +2.3415e+00 -6.7153e-01 +3.3046e+00 +3.4737e-01 -1.4820e+00 -2.5115e+00 +2.8472e+00 -1.1599e+00 -3.3700e+00 -1.3275e+00 +3.2876e+00 +1.8936e+00 -2.4791e-01 -1.3065e+00 +2.0085e+00
% function evaluation | noise-free fitness - Fopt (-6.773000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.636025221e+03 +1.636025221e+03 +1.568295221e+03 +1.568295221e+03 +1.0426e-01 +2.5011e-03 -3.8510e+00 +1.8813e+00 +2.5413e+00 +1.9062e+00 -3.0077e+00 +1.6273e+00 -8.4737e-01 +3.5731e+00 -1.4605e+00 +1.5194e+00 -2.5953e-01 -1.4716e+00 +1.6425e+00 +3.7401e+00 -2.8776e+00 -1.8361e+00 -3.9019e+00 -1.4042e+00
4 +1.495988118e+03 +1.495988118e+03 +1.428258118e+03 +1.428258118e+03 +1.7299e+00 -7.7298e-01 -3.5969e+00 -1.4832e-01 +7.0823e-01 +2.8511e+00 -1.2516e+00 -1.0504e+00 +1.9324e+00 +5.0832e+00 -2.5288e-01 +2.5636e+00 +1.4433e+00 -1.3663e+00 +2.4295e+00 +5.1600e+00 -2.2067e+00 +3.3773e-01 -4.8268e+00 -1.8457e+00
