% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (-1.816800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.196395192e+01 +2.196395192e+01 -1.597160481e+02 -1.597160481e+02 +1.8118e+00 +4.8723e-02 +9.4774e-01 -2.5120e+00 +2.3987e+00 +4.5672e-01 +3.3410e+00 +4.8320e+00 +4.6014e+00 -2.8040e+00 +4.3494e-01 -2.1829e+00 -1.6640e+00 +1.4926e+00 +7.8133e-01 +4.6438e-01 +1.2272e+00 +1.6558e+00 +3.9628e-01 -4.4288e+00
357 +1.571165358e+01 +1.571165358e+01 -1.659683464e+02 -1.659683464e+02 +5.2254e-01 -1.1638e+00 -2.3260e+00 -5.9706e-01 +8.3902e-01 +2.1610e+00 +8.8898e-01 +3.9997e+00 +1.7566e+00 -2.5612e+00 +3.7828e-01 +1.1789e+00 -3.8404e+00 +2.5529e+00 -1.6322e+00 -4.1230e-01 +1.7035e+00 +4.9996e-01 -1.1154e+00 -1.2692e+00
553 +9.997329562e+00 +9.997329562e+00 -1.716826704e+02 -1.716826704e+02 -9.6954e-01 +1.3892e+00 +5.8317e-01 +1.7426e+00 -8.4899e-01 +9.9532e-01 +4.1780e-01 -3.3109e-01 -5.5623e-01 -1.9821e+00 -1.1839e-01 +1.2445e+00 -2.1894e-01 -1.7354e+00 +1.7836e+00 -1.6365e-01 -1.9874e+00 -4.0734e-01 +2.5279e+00 -5.1425e-01
2042 +6.137293633e+00 +6.137293633e+00 -1.755427064e+02 -1.755427064e+02 +1.1353e+00 +4.6047e-02 -6.4960e-01 -1.5807e+00 -2.3287e-01 +2.2262e-01 +1.2727e+00 +4.8718e-01 +1.1391e+00 +6.1515e-01 +1.3480e+00 -1.3616e+00 +7.9427e-01 +6.1601e-01 +4.4320e-01 -3.5976e-01 -3.4667e+00 -2.8625e-01 -1.7965e+00 +1.1704e+00
39496 +3.760922656e+00 +3.760922656e+00 -1.779190773e+02 -1.779190773e+02 +9.2415e-02 +1.3435e+00 -4.3813e-01 +1.3622e-01 +7.7679e-01 +6.5579e-01 +1.6848e+00 +1.0398e+00 +9.1009e-01 -8.1289e-02 -4.1616e-01 +1.7851e-01 +6.7524e-01 +1.6766e+00 -1.0400e-01 +1.5423e-01 +4.4082e-01 -3.7292e-01 -5.9077e-01 +8.2482e-02
99401 +2.370848257e+00 +2.370848257e+00 -1.793091517e+02 -1.793091517e+02 +9.1453e-02 +1.3707e+00 +1.9552e-01 +2.3822e-01 +1.6455e+00 -8.0241e-01 +4.3255e-01 +3.8263e-01 +6.3711e-01 +2.3951e-01 -3.4928e-01 +1.7135e-01 -5.6586e-04 -8.1142e-02 -2.5494e-01 -6.4347e-01 -1.6446e-01 -7.6580e-01 -3.1553e-01 +6.2714e-01
207001 +1.514396345e+00 +1.514396345e+00 -1.801656037e+02 -1.801656037e+02 -3.9151e-01 -4.8928e-01 +6.3866e-02 -3.4692e-01 -6.2763e-01 -5.8976e-01 -3.4897e-01 -4.6161e-01 -2.3671e-01 -9.8639e-01 +1.4313e-01 +1.1397e+00 +5.1064e-01 +1.3417e-01 -6.8559e-01 -5.1113e-01 +7.2595e-02 -1.8516e+00 -3.6717e-01 +4.0479e-01
324201 +9.695229924e-01 +9.695229924e-01 -1.807104770e+02 -1.807104770e+02 -3.8933e-01 -4.8928e-01 +6.3866e-02 -3.4705e-01 -6.2763e-01 -5.8635e-01 -3.4897e-01 -4.6173e-01 -2.3671e-01 -9.8639e-01 +1.4313e-01 +1.1397e+00 +5.1064e-01 +1.2731e-01 -6.9199e-01 -5.1113e-01 +7.2595e-02 -1.8516e+00 -3.6717e-01 +4.0479e-01
960201 +6.308137717e-01 +6.308137717e-01 -1.810491862e+02 -1.810491862e+02 -3.0210e-01 +6.1381e-02 -2.0925e-01 +1.2564e+00 -1.6198e-01 +5.8816e-01 +6.2668e-01 +3.6082e-01 -5.1696e-01 -2.7194e-01 -2.1266e-01 -1.6297e+00 +2.7151e-01 -1.5688e+00 -1.1296e+00 +1.2637e+00 -8.7179e-01 -3.3538e-01 +1.3947e+00 +9.2222e-01
% function evaluation | noise-free fitness - Fopt (9.367000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.052812797e+02 +1.052812797e+02 +1.989512797e+02 +1.989512797e+02 +4.4665e+00 +3.0023e+00 +9.2889e-01 +3.5357e+00 -2.0387e+00 +3.6232e+00 +3.5340e+00 +2.6372e+00 +1.7213e+00 +4.4955e+00 -4.7211e+00 -1.9981e+00 +1.6686e+00 -3.9059e+00 +3.8467e+00 +4.9847e+00 -4.5945e+00 +2.8834e+00 +1.5096e+00 +6.4672e-01
2 +7.614835611e+01 +7.614835611e+01 +1.698183561e+02 +1.698183561e+02 +3.6160e+00 +4.9491e+00 +1.2105e+00 +2.1808e+00 -9.5611e-01 +3.3571e+00 -4.6744e-01 +4.5136e+00 -1.7085e-01 +2.9631e+00 +1.1420e-01 +4.0797e+00 +2.9975e+00 -4.8345e+00 +8.6797e-01 +2.7699e-01 +1.8157e+00 +4.1743e+00 -4.2904e+00 -2.5691e+00
3 +3.998211718e+01 +3.998211718e+01 +1.336521172e+02 +1.336521172e+02 -3.7064e+00 -3.8070e+00 -3.5854e+00 +7.4691e-01 -3.6442e+00 -2.6336e-01 +3.8995e+00 -3.9196e+00 +1.2395e+00 -3.0876e+00 -4.6162e-01 +1.9120e-01 -2.9115e+00 +1.6531e+00 +3.9220e+00 -2.9217e+00 -1.6731e+00 +2.3203e+00 -2.2121e+00 -3.4930e+00
4 +3.653631922e+01 +3.653631922e+01 +1.302063192e+02 +1.302063192e+02 +4.0453e+00 -9.0335e-01 +1.1421e+00 -3.9829e+00 -2.4119e-01 +2.6116e+00 -2.0087e+00 +2.3484e+00 -2.0129e+00 -1.9542e+00 +1.3908e+00 -4.4922e+00 -1.6302e-01 +2.1724e+00 -1.3810e+00 -3.8151e-01 -4.9145e+00 -1.6773e+00 +2.3480e+00 +4.8117e-01
14 +2.281333793e+01 +2.281333793e+01 +1.164833379e+02 +1.164833379e+02 +4.4672e-02 +4.4406e+00 +1.7024e-01 +6.7579e-02 -3.3240e-01 +2.1066e+00 +2.4689e+00 -4.0903e+00 +2.6537e+00 -5.6533e-02 -3.3840e+00 -2.1249e+00 +2.8739e+00 -2.1787e+00 -3.0662e+00 -1.9761e+00 -1.5759e+00 -1.7392e+00 -2.9639e+00 -3.8441e+00
407 +1.268376532e+01 +1.268376532e+01 +1.063537653e+02 +1.063537653e+02 +7.9471e-01 -3.5323e-01 +1.2283e+00 -2.8356e-01 +1.9687e+00 -9.5673e-01 -6.9579e-01 -1.7982e-01 -3.4816e+00 +4.4966e+00 -2.7853e+00 -2.4628e+00 +2.1169e+00 -1.1489e-01 -4.3385e-01 +1.8755e+00 +6.3578e-01 -7.7926e-01 +9.7463e-01 -1.4496e+00
703 +9.826181272e+00 +9.826181272e+00 +1.034961813e+02 +1.034961813e+02 +6.9080e-02 -7.2851e-01 +1.5512e+00 -1.1149e+00 +2.7061e+00 +6.5190e-02 +7.5672e-01 -5.3211e-01 -1.0330e+00 +2.2651e+00 +2.5757e+00 -2.3336e+00 +1.0226e+00 -2.1975e+00 -2.8970e+00 -2.5284e+00 +2.5497e-01 +1.0292e+00 +1.1493e+00 -9.0041e-01
3410 +6.035848408e+00 +6.035848408e+00 +9.970584841e+01 +9.970584841e+01 +7.7715e-02 +1.9428e-01 -9.7659e-01 +9.7540e-01 +7.8817e-01 -6.9556e-01 -1.1379e+00 +6.4834e-01 -1.5636e+00 -5.1052e-01 -1.3231e+00 -4.2613e-01 -1.0505e+00 +1.2886e-01 -7.3090e-01 +2.0572e+00 -9.8873e-01 -1.0443e+00 +4.8375e-01 +9.1799e-01
14211 +3.378971513e+00 +3.378971513e+00 +9.704897151e+01 +9.704897151e+01 -8.5483e-01 +3.2213e+00 -1.1912e-01 -1.2141e-01 -4.9963e-01 +1.2581e-01 +7.9613e-01 -2.1091e+00 +3.9842e-01 -1.3332e-02 +7.7930e-01 +1.4453e+00 +1.0747e+00 -3.0514e+00 +6.4217e-01 -2.2041e+00 +7.3410e-01 +4.6510e-01 +1.1775e-01 -3.2149e+00
256301 +2.222190920e+00 +2.222190920e+00 +9.589219092e+01 +9.589219092e+01 +1.3418e-01 +2.8982e-01 -2.5582e-01 -4.8541e-01 -4.6472e-01 -8.3245e-01 -5.3566e-01 -2.9046e-01 +3.9663e-01 -2.6030e-01 -4.0988e-02 +6.1380e-01 +1.6198e-01 -1.5632e+00 +1.4814e+00 -1.0972e+00 +1.6511e-01 +6.8112e-01 -2.3068e-01 -2.1750e+00
358101 +1.483253184e+00 +1.483253184e+00 +9.515325318e+01 +9.515325318e+01 -5.1014e-01 +5.2090e-01 -1.3657e-02 -3.4846e-01 -6.8061e-01 -4.8995e-01 -5.0444e-01 -9.1424e-01 +7.5326e-01 +2.6794e-01 +1.9152e-01 +4.6361e-01 -2.5592e-01 -1.8430e+00 +8.6045e-01 -3.4866e-01 +4.0053e-01 -2.1671e-01 -4.1985e-02 -1.6395e+00
533201 +9.355115607e-01 +9.355115607e-01 +9.460551156e+01 +9.460551156e+01 +3.2911e-02 -1.6653e+00 +1.0184e-01 -9.1504e-01 -2.1512e-01 -4.5352e-01 -3.0419e-01 +1.5658e-01 +4.8652e-02 +2.4780e-01 -1.9785e-01 -2.8325e-02 -6.8297e-01 -4.3313e-01 -1.3066e-01 -1.2973e+00 +3.3042e-01 +5.9686e-01 +1.0780e+00 -2.1885e-01
864001 +5.903808815e-01 +5.903808815e-01 +9.426038088e+01 +9.426038088e+01 +3.7126e-02 -1.6637e+00 +9.9063e-02 -9.1522e-01 -2.1512e-01 -4.5371e-01 -3.0351e-01 +1.5611e-01 +5.3318e-02 +2.4827e-01 -1.9872e-01 -2.5154e-02 -6.8258e-01 -4.3389e-01 -1.2866e-01 -1.3009e+00 +3.2965e-01 +5.9931e-01 +1.0800e+00 -2.1885e-01
% function evaluation | noise-free fitness - Fopt (2.165000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.099545736e+01 +8.099545736e+01 +1.026454574e+02 +1.026454574e+02 +4.3263e+00 -1.0719e+00 -1.5552e-02 +4.2064e+00 +2.2830e+00 +4.8609e+00 -3.8094e+00 +1.4876e+00 -2.0543e+00 +3.6364e+00 +3.5498e+00 +2.5921e+00 -8.0335e-01 -2.2455e+00 -1.4955e+00 -4.3494e+00 +2.1193e+00 +7.8213e-01 +3.8384e+00 +2.1993e+00
2 +5.065489227e+01 +5.065489227e+01 +7.230489227e+01 +7.230489227e+01 -1.3275e+00 +4.8515e+00 -3.8477e+00 +3.2143e+00 -1.1662e+00 +2.6119e+00 -2.7112e+00 -1.2831e+00 -3.5348e-01 -2.0811e+00 -3.5139e-01 +3.1538e+00 -1.9791e+00 +3.3059e+00 +4.0916e+00 -1.1313e+00 +3.9654e+00 +2.1546e+00 -1.2669e+00 +1.8980e+00
8 +2.803289852e+01 +2.803289852e+01 +4.968289852e+01 +4.968289852e+01 +3.4350e+00 -2.3445e+00 -4.0016e-01 -3.4930e+00 -1.7135e+00 -3.1285e+00 -1.3686e+00 +2.1803e+00 +1.6712e+00 -4.7017e+00 +1.3339e+00 -6.2572e-01 -1.1764e+00 -1.2553e+00 +9.0035e-01 +1.8322e+00 +3.3154e+00 +3.7125e+00 -8.0319e-01 -8.9744e-01
64 +1.976363581e+01 +1.976363581e+01 +4.141363581e+01 +4.141363581e+01 -7.8353e-01 +3.9208e+00 -4.0033e+00 +1.4813e+00 +3.3213e-01 +1.2432e+00 -1.0675e+00 -4.1208e+00 +5.0246e-01 -4.2266e+00 -1.6617e+00 -6.1905e-02 -8.5325e-01 +9.4412e-01 -1.4483e+00 -4.2504e-01 -2.3989e+00 +1.8576e+00 +2.5213e+00 -3.4533e+00
401 +1.478839164e+01 +1.478839164e+01 +3.643839164e+01 +3.643839164e+01 -1.9373e-01 -1.8210e+00 +9.7230e-01 -2.5342e+00 -4.1983e+00 -1.4966e+00 -1.4635e+00 +2.6006e+00 -2.2244e+00 +1.1301e+00 +1.3048e+00 +9.3335e-01 -3.3112e-01 -3.7069e+00 -3.0940e-01 +3.5932e-02 -2.1147e+00 +2.5556e-01 -9.6269e-01 +7.4416e-01
802 +9.232064224e+00 +9.232064224e+00 +3.088206422e+01 +3.088206422e+01 -1.0233e+00 -2.0909e+00 -2.5903e+00 -2.1467e+00 +6.6615e-01 -2.5433e+00 +2.7846e-01 -1.0832e+00 +1.5564e+00 +5.4511e-01 +1.3447e+00 -3.3736e-01 -6.3690e-01 -1.9007e+00 -2.8693e-01 +2.6739e+00 +2.8736e+00 +6.2211e-01 -8.0040e-01 -8.6379e-01
2603 +5.457086542e+00 +5.457086542e+00 +2.710708654e+01 +2.710708654e+01 -4.1916e-01 -4.2141e-01 +1.2442e+00 -1.4933e+00 +1.7711e+00 +3.8002e-01 -3.6169e-01 +7.9356e-01 +6.7153e-01 +9.2108e-01 -1.1377e+00 -2.0167e-01 +6.0218e-01 -1.6377e+00 -1.5671e+00 -2.2778e-01 +3.7724e-01 +3.7750e-02 -1.1266e+00 -2.9227e-01
65784 +3.680981225e+00 +3.680981225e+00 +2.533098123e+01 +2.533098123e+01 -1.8969e+00 +4.4061e-01 +1.2605e+00 -1.0953e+00 +1.2454e+00 -3.3780e-02 +3.3086e-01 +1.8111e+00 +1.3485e+00 +4.0346e-01 +4.9200e-02 +4.1112e-01 -5.9213e-01 -9.8936e-01 -1.6969e+00 +1.0453e+00 +2.2555e+00 -5.3066e-01 -5.9543e-01 -6.3014e-01
134001 +2.379182661e+00 +2.379182661e+00 +2.402918266e+01 +2.402918266e+01 -1.4217e+00 +3.0296e-01 -3.3896e-01 -2.0490e+00 -9.6099e-01 -1.9284e+00 -1.3662e-01 +3.4948e-01 +1.3004e+00 -5.3392e-01 -4.6017e-01 -3.6726e-01 -5.7099e-01 +2.0595e-01 +6.1360e-01 -4.1479e-02 +4.3044e-01 +3.2296e-01 -2.1295e-01 +9.3531e-01
212501 +1.345836126e+00 +1.345836126e+00 +2.299583613e+01 +2.299583613e+01 +1.1981e+00 +3.6899e-01 +1.2708e+00 -1.9002e+00 +9.0661e-01 -1.9462e+00 +2.0463e-02 +7.1894e-01 +1.7027e+00 +7.7061e-01 +1.3856e+00 +1.1864e+00 -4.1580e-01 +6.6436e-01 -4.3613e-01 +8.3765e-01 +2.1264e-01 +6.3997e-01 -8.6486e-01 -1.3657e+00
857301 +9.949105219e-01 +9.949105219e-01 +2.264491052e+01 +2.264491052e+01 -9.4658e-03 +4.7872e-01 +2.6198e-02 -7.2001e-01 +9.7689e-01 +6.0968e-01 -8.8573e-01 +2.7632e-01 -2.8604e-01 -8.3116e-01 -7.8505e-01 +3.4884e-01 +4.3897e-01 +1.5671e-01 +1.1399e-01 +5.8135e-01 +6.7341e-01 +1.5223e+00 -1.7221e+00 -1.0716e+00
% function evaluation | noise-free fitness - Fopt (1.161100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.715364183e+01 +5.715364183e+01 +1.732636418e+02 +1.732636418e+02 -2.2427e+00 +4.6826e+00 -4.1291e+00 -1.0072e+00 +7.4238e-01 +1.1210e+00 -3.2557e-02 +3.9782e+00 +3.4716e+00 +3.2582e+00 -9.8172e-01 -1.0096e+00 -3.2607e+00 -5.5328e-01 +4.9648e+00 -6.9510e-01 +1.9593e+00 +1.6474e+00 +2.9448e+00 +4.0447e+00
2 +3.776918989e+01 +3.776918989e+01 +1.538791899e+02 +1.538791899e+02 -2.1420e+00 -1.1863e+00 -9.4669e-01 +2.6158e+00 -2.8565e+00 -4.2797e+00 +5.1077e-01 -3.1085e+00 +3.1484e+00 +2.2520e+00 +2.1834e+00 +1.9117e+00 +9.3716e-01 +1.3464e+00 +7.5249e-01 -4.6153e+00 +3.0930e+00 +3.0353e+00 -2.9487e-01 +1.3258e+00
98 +2.235430361e+01 +2.235430361e+01 +1.384643036e+02 +1.384643036e+02 +1.0072e-01 +3.0934e+00 -5.0388e-01 +2.1903e-01 -6.3550e-01 -9.2436e-01 +4.1747e+00 +5.1314e-01 +9.4424e-02 +4.7964e-01 +4.1331e+00 +5.7293e-01 +2.5752e+00 -2.4009e+00 -3.0426e+00 +4.7475e+00 +1.6894e+00 +6.9945e-01 +1.9859e+00 -1.6138e+00
130 +1.391904663e+01 +1.391904663e+01 +1.300290466e+02 +1.300290466e+02 +8.8210e-01 +3.5121e+00 -1.0745e-01 -1.7085e-01 -9.8281e-01 +1.2602e+00 +1.1854e-01 +1.3068e+00 -1.1269e+00 +2.1051e+00 +2.2106e+00 +3.0084e-01 +1.8601e+00 -4.1614e+00 -5.0670e-01 +2.2129e+00 +1.1762e+00 +8.4155e-01 +1.9390e+00 -1.0856e+00
1161 +7.244842561e+00 +7.244842561e+00 +1.233548426e+02 +1.233548426e+02 +9.8085e-02 +4.3652e-01 +7.9393e-01 -6.1198e-01 -2.5645e+00 -9.5286e-01 +1.0083e+00 -2.8737e+00 -1.0615e-01 +9.6973e-01 -1.0936e+00 +1.0527e+00 +7.2846e-01 -2.5787e-01 +3.4273e-01 +1.9459e+00 -9.5068e-01 +1.5433e+00 +2.8619e-01 +8.4356e-01
3116 +5.626384274e+00 +5.626384274e+00 +1.217363843e+02 +1.217363843e+02 +7.6765e-01 +8.6147e-01 -5.9710e-02 -3.9346e-01 -5.7712e-01 -7.4010e-01 +1.3143e-01 -7.8906e-02 -1.7482e+00 +2.2024e+00 +2.5726e-01 +1.5250e+00 +4.8080e-01 -8.4002e-01 +3.7954e-01 +7.1836e-01 +1.8227e+00 +2.3198e+00 -1.1039e+00 +2.3090e-01
95508 +3.743921319e+00 +3.743921319e+00 +1.198539213e+02 +1.198539213e+02 -1.6818e-01 +9.3089e-01 +8.4778e-01 -1.8027e+00 +1.5160e-01 -7.9244e-01 +1.1524e-01 +6.7952e-02 -1.5885e+00 +3.5521e-01 -2.8869e-01 +6.5085e-01 +6.1111e-01 +2.1535e-01 -1.3791e-01 -1.6137e-01 +1.2081e+00 +8.8821e-01 -8.2062e-01 -1.3448e-01
116101 +2.366005407e+00 +2.366005407e+00 +1.184760054e+02 +1.184760054e+02 +4.3433e-01 +1.0337e+00 +4.4560e-01 +1.9046e-01 +6.3271e-01 +3.4425e-01 +5.3423e-01 -4.4640e-01 -2.0593e-01 +3.7289e-01 +7.2001e-02 +1.9278e-02 -2.0681e-02 -7.1265e-01 +4.4712e-01 +1.0342e-01 +4.9648e-01 -8.3061e-01 -3.5162e-01 +3.3987e-01
137801 +9.902020956e-01 +9.902020956e-01 +1.171002021e+02 +1.171002021e+02 +4.2248e-01 +1.0337e+00 +4.4560e-01 +1.8343e-01 +6.3292e-01 +3.3670e-01 +5.3292e-01 -4.4640e-01 -2.0593e-01 +3.7289e-01 +7.2001e-02 +1.9610e-02 -2.0681e-02 -7.0543e-01 +4.3847e-01 +1.0912e-01 +4.9648e-01 -8.3061e-01 -3.5162e-01 +3.3987e-01
357901 +6.263825855e-01 +6.263825855e-01 +1.167363826e+02 +1.167363826e+02 +4.2689e-01 +1.0317e+00 +4.4560e-01 +1.8364e-01 +6.3292e-01 +3.4634e-01 +5.3291e-01 -4.4408e-01 -2.0327e-01 +3.7289e-01 +7.0246e-02 +2.0038e-02 -2.0665e-02 -7.0500e-01 +4.4516e-01 +1.1175e-01 +5.0057e-01 -8.3342e-01 -3.5162e-01 +3.3674e-01
572601 +3.903709063e-01 +3.903709063e-01 +1.165003709e+02 +1.165003709e+02 +4.2661e-01 +1.0304e+00 +4.4834e-01 +1.8648e-01 +6.3292e-01 +3.4433e-01 +5.3291e-01 -4.4123e-01 -2.0306e-01 +3.7220e-01 +6.9776e-02 +2.0038e-02 -2.0433e-02 -7.0105e-01 +4.4349e-01 +1.1413e-01 +5.0366e-01 -8.3283e-01 -3.5400e-01 +3.3306e-01
