% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
123117 +2.441334340e-05 +2.441334340e-05 +2.188100244e+02 +2.188100244e+02 -7.0239e-02 +1.9664e-02 +1.5202e-01 +5.4715e-01 -1.4116e-01 +5.6673e-01 +7.2304e-02 -5.1133e-01 -4.2120e-01 +5.6634e-01 -5.1414e-01 -2.2981e-01 -8.5042e-01 +7.6660e-01 +2.7731e-01 -8.3280e-01 -8.5970e-01 +5.2914e-01 -3.6682e-01 -8.2000e-02
123464 +1.530012742e-05 +1.530012742e-05 +2.188100153e+02 +2.188100153e+02 -7.0211e-02 +1.9494e-02 +1.5235e-01 +5.4731e-01 -1.4113e-01 +5.6673e-01 +7.2312e-02 -5.1130e-01 -4.2119e-01 +5.6633e-01 -5.1437e-01 -2.2985e-01 -8.5036e-01 +7.6668e-01 +2.7718e-01 -8.3310e-01 -8.5978e-01 +5.2926e-01 -3.6713e-01 -8.2000e-02
124005 +9.006943770e-06 +9.006943770e-06 +2.188100090e+02 +2.188100090e+02 -7.0169e-02 +1.9235e-02 +1.5265e-01 +5.4750e-01 -1.4108e-01 +5.6663e-01 +7.2153e-02 -5.1117e-01 -4.2112e-01 +5.6624e-01 -5.1454e-01 -2.2995e-01 -8.5023e-01 +7.6689e-01 +2.7697e-01 -8.3333e-01 -8.5995e-01 +5.2947e-01 -3.6738e-01 -8.1956e-02
124708 +6.228567941e-06 +6.228567941e-06 +2.188100062e+02 +2.188100062e+02 -7.0131e-02 +1.8953e-02 +1.5304e-01 +5.4773e-01 -1.4099e-01 +5.6660e-01 +7.2036e-02 -5.1105e-01 -4.2108e-01 +5.6617e-01 -5.1473e-01 -2.2998e-01 -8.5014e-01 +7.6710e-01 +2.7676e-01 -8.3357e-01 -8.6004e-01 +5.2963e-01 -3.6769e-01 -8.1910e-02
125206 +3.784868397e-06 +3.784868397e-06 +2.188100038e+02 +2.188100038e+02 -7.0102e-02 +1.8542e-02 +1.5361e-01 +5.4808e-01 -1.4089e-01 +5.6651e-01 +7.1886e-02 -5.1083e-01 -4.2100e-01 +5.6612e-01 -5.1506e-01 -2.3008e-01 -8.5003e-01 +7.6748e-01 +2.7643e-01 -8.3402e-01 -8.6033e-01 +5.2991e-01 -3.6821e-01 -8.1842e-02
125742 +2.065238931e-06 +2.065238931e-06 +2.188100021e+02 +2.188100021e+02 -7.0070e-02 +1.8307e-02 +1.5393e-01 +5.4825e-01 -1.4080e-01 +5.6643e-01 +7.1748e-02 -5.1076e-01 -4.2100e-01 +5.6605e-01 -5.1522e-01 -2.3013e-01 -8.4993e-01 +7.6763e-01 +2.7626e-01 -8.3429e-01 -8.6043e-01 +5.3005e-01 -3.6849e-01 -8.1806e-02
126008 +1.575786769e-06 +1.575786769e-06 +2.188100016e+02 +2.188100016e+02 -7.0077e-02 +1.8462e-02 +1.5372e-01 +5.4816e-01 -1.4089e-01 +5.6646e-01 +7.1830e-02 -5.1081e-01 -4.2101e-01 +5.6608e-01 -5.1513e-01 -2.3010e-01 -8.4999e-01 +7.6751e-01 +2.7636e-01 -8.3413e-01 -8.6038e-01 +5.2996e-01 -3.6832e-01 -8.1825e-02
126401 +9.989529985e-07 +9.989529985e-07 +2.188100010e+02 +2.188100010e+02 -7.0067e-02 +1.8571e-02 +1.5357e-01 +5.4807e-01 -1.4091e-01 +5.6650e-01 +7.1885e-02 -5.1087e-01 -4.2102e-01 +5.6611e-01 -5.1505e-01 -2.3009e-01 -8.5002e-01 +7.6743e-01 +2.7645e-01 -8.3402e-01 -8.6032e-01 +5.2988e-01 -3.6820e-01 -8.1866e-02
126862 +6.151697391e-07 +6.151697391e-07 +2.188100006e+02 +2.188100006e+02 -7.0079e-02 +1.8410e-02 +1.5381e-01 +5.4820e-01 -1.4084e-01 +5.6644e-01 +7.1793e-02 -5.1081e-01 -4.2100e-01 +5.6610e-01 -5.1517e-01 -2.3012e-01 -8.4995e-01 +7.6757e-01 +2.7630e-01 -8.3422e-01 -8.6042e-01 +5.2999e-01 -3.6842e-01 -8.1845e-02
127196 +3.615956530e-07 +3.615956530e-07 +2.188100004e+02 +2.188100004e+02 -7.0073e-02 +1.8294e-02 +1.5396e-01 +5.4828e-01 -1.4082e-01 +5.6641e-01 +7.1733e-02 -5.1074e-01 -4.2098e-01 +5.6607e-01 -5.1525e-01 -2.3015e-01 -8.4992e-01 +7.6766e-01 +2.7622e-01 -8.3432e-01 -8.6048e-01 +5.3007e-01 -3.6853e-01 -8.1831e-02
127441 +2.397503920e-07 +2.397503920e-07 +2.188100002e+02 +2.188100002e+02 -7.0078e-02 +1.8346e-02 +1.5388e-01 +5.4824e-01 -1.4085e-01 +5.6642e-01 +7.1757e-02 -5.1078e-01 -4.2098e-01 +5.6609e-01 -5.1521e-01 -2.3014e-01 -8.4993e-01 +7.6761e-01 +2.7626e-01 -8.3427e-01 -8.6045e-01 +5.3003e-01 -3.6848e-01 -8.1844e-02
128001 +1.579958848e-07 +1.579958848e-07 +2.188100002e+02 +2.188100002e+02 -7.0067e-02 +1.8354e-02 +1.5388e-01 +5.4824e-01 -1.4084e-01 +5.6642e-01 +7.1753e-02 -5.1077e-01 -4.2097e-01 +5.6608e-01 -5.1520e-01 -2.3014e-01 -8.4993e-01 +7.6760e-01 +2.7626e-01 -8.3427e-01 -8.6045e-01 +5.3003e-01 -3.6847e-01 -8.1841e-02
128302 +8.358506420e-08 +8.358506420e-08 +2.188100001e+02 +2.188100001e+02 -7.0065e-02 +1.8327e-02 +1.5391e-01 +5.4826e-01 -1.4084e-01 +5.6641e-01 +7.1742e-02 -5.1075e-01 -4.2097e-01 +5.6608e-01 -5.1522e-01 -2.3014e-01 -8.4991e-01 +7.6763e-01 +2.7624e-01 -8.3430e-01 -8.6047e-01 +5.3004e-01 -3.6851e-01 -8.1843e-02
128901 +5.527562053e-08 +5.527562053e-08 +2.188100001e+02 +2.188100001e+02 -7.0068e-02 +1.8329e-02 +1.5391e-01 +5.4826e-01 -1.4083e-01 +5.6641e-01 +7.1742e-02 -5.1076e-01 -4.2097e-01 +5.6608e-01 -5.1523e-01 -2.3014e-01 -8.4991e-01 +7.6763e-01 +2.7624e-01 -8.3430e-01 -8.6047e-01 +5.3005e-01 -3.6851e-01 -8.1842e-02
129253 +3.222027090e-08 +3.222027090e-08 +2.188100000e+02 +2.188100000e+02 -7.0064e-02 +1.8353e-02 +1.5387e-01 +5.4824e-01 -1.4084e-01 +5.6641e-01 +7.1757e-02 -5.1077e-01 -4.2098e-01 +5.6608e-01 -5.1520e-01 -2.3014e-01 -8.4993e-01 +7.6761e-01 +2.7626e-01 -8.3427e-01 -8.6045e-01 +5.3003e-01 -3.6848e-01 -8.1846e-02
129841 +2.292432555e-08 +2.292432555e-08 +2.188100000e+02 +2.188100000e+02 -7.0060e-02 +1.8343e-02 +1.5389e-01 +5.4825e-01 -1.4084e-01 +5.6641e-01 +7.1752e-02 -5.1076e-01 -4.2098e-01 +5.6609e-01 -5.1521e-01 -2.3014e-01 -8.4992e-01 +7.6762e-01 +2.7625e-01 -8.3428e-01 -8.6046e-01 +5.3003e-01 -3.6849e-01 -8.1849e-02
130169 +1.485744860e-08 +1.485744860e-08 +2.188100000e+02 +2.188100000e+02 -7.0060e-02 +1.8348e-02 +1.5388e-01 +5.4824e-01 -1.4084e-01 +5.6641e-01 +7.1756e-02 -5.1076e-01 -4.2098e-01 +5.6609e-01 -5.1521e-01 -2.3014e-01 -8.4993e-01 +7.6761e-01 +2.7626e-01 -8.3428e-01 -8.6045e-01 +5.3003e-01 -3.6849e-01 -8.1846e-02
130723 +9.432284287e-09 +9.432284287e-09 +2.188100000e+02 +2.188100000e+02 -7.0059e-02 +1.8339e-02 +1.5389e-01 +5.4825e-01 -1.4084e-01 +5.6641e-01 +7.1751e-02 -5.1076e-01 -4.2098e-01 +5.6608e-01 -5.1521e-01 -2.3014e-01 -8.4992e-01 +7.6762e-01 +2.7625e-01 -8.3429e-01 -8.6046e-01 +5.3003e-01 -3.6850e-01 -8.1846e-02
% function evaluation | noise-free fitness - Fopt (-1.613100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.195773837e+05 +1.195773837e+05 +1.194160737e+05 +1.194160737e+05 +2.2213e+00 -2.4696e+00 -1.3460e-01 -1.5495e+00 -4.0152e+00 +2.1733e+00 +2.4058e+00 -1.9611e+00 -2.3560e+00 +4.2430e-02 -3.6210e+00 +2.9784e+00 +2.4723e+00 +2.7960e+00 +9.8719e-01 -8.2615e-01 -3.1218e+00 -1.8212e+00 +2.2211e+00 +4.6493e-01
121 +7.467942008e+04 +7.467942008e+04 +7.451811008e+04 +7.451811008e+04 -3.1397e+00 +1.9269e+00 -8.9333e-01 +2.5027e+00 +3.0645e+00 +1.8730e+00 -1.9992e+00 +1.7860e+00 +2.9143e+00 +3.5598e+00 +1.0520e+00 +3.1575e+00 +5.0915e-01 +2.7640e+00 +3.6934e+00 +1.0362e+00 -7.2228e-01 +9.5570e-02 +3.5089e-01 -1.0858e+00
213 +4.663352670e+04 +4.663352670e+04 +4.647221670e+04 +4.647221670e+04 -1.5957e+00 +4.2349e+00 +1.1326e+00 +2.1254e-01 +5.3507e-01 -1.8328e+00 +2.8673e+00 +1.6891e+00 +3.8515e-01 +2.0280e-01 -1.3958e+00 +1.9922e+00 +3.0545e-01 +2.2132e+00 +8.0428e-01 +2.9115e+00 -1.1818e-01 +1.2657e+00 -2.2111e+00 +5.1720e-01
226 +3.775904619e+04 +3.775904619e+04 +3.759773619e+04 +3.759773619e+04 +9.4426e-02 -1.5596e+00 +1.6856e+00 -1.8695e+00 +6.8724e-01 +1.6051e+00 +2.0638e+00 -1.2108e+00 +1.0132e+00 +2.2533e+00 +1.0803e+00 -8.1625e-01 +4.1634e+00 +2.1769e+00 +2.4587e+00 -1.5547e+00 +4.2666e-01 -4.1607e-02 -1.1696e+00 -1.6548e+00
606 +1.880049911e+04 +1.880049911e+04 +1.863918911e+04 +1.863918911e+04 -1.5346e+00 -1.4525e+00 +6.1261e-01 -5.2891e-02 +2.0801e+00 +2.4552e+00 -5.9317e-01 -1.6686e-01 -8.5444e-01 +1.1181e+00 -7.7042e-01 -3.6252e+00 -9.4569e-01 +3.7543e-01 +2.8804e+00 +6.7299e-01 -3.3642e-01 +9.6537e-01 -1.6160e-01 -2.3227e+00
706 +1.155140817e+04 +1.155140817e+04 +1.139009817e+04 +1.139009817e+04 +9.4426e-02 +1.1944e+00 +1.6856e+00 -5.0174e-01 -7.7110e-01 +1.7391e+00 +5.8147e-02 -1.6913e+00 -5.3453e-01 +2.2533e+00 +4.1502e-01 -8.1625e-01 +7.2072e-01 -1.2058e+00 -9.6706e-02 +2.3902e+00 +5.7743e-01 -4.1607e-02 -2.3291e-02 +6.4878e-01
901 +7.121905018e+03 +7.121905018e+03 +6.960595018e+03 +6.960595018e+03 +3.1949e-01 +2.9402e-01 +1.6856e+00 -5.7615e-01 -1.5231e+00 +1.9258e-01 +5.8147e-02 +1.4336e-01 +5.6756e-01 +2.2533e+00 +4.1502e-01 -8.1625e-01 +7.2072e-01 -1.0207e-01 -9.6706e-02 +2.3902e+00 +8.3557e-01 -3.9735e-01 -2.3291e-02 +1.1243e+00
1035 +3.471166360e+03 +3.471166360e+03 +3.309856360e+03 +3.309856360e+03 +9.3710e-01 -4.7549e-01 +2.3592e-01 +3.6311e-01 -8.6135e-01 +7.8398e-01 +6.9644e-01 -6.8533e-01 -5.0124e-01 +6.9580e-01 -1.8306e-01 +7.3708e-01 +2.3252e+00 -9.9708e-02 +6.9356e-01 -1.4371e+00 -4.9802e-01 -7.2268e-01 +9.4120e-02 -1.3271e+00
1514 +2.446043969e+03 +2.446043969e+03 +2.284733969e+03 +2.284733969e+03 +6.0207e-01 +1.7600e+00 +1.8862e+00 -8.2605e-01 +1.1918e+00 +2.2450e-01 -8.0085e-01 +1.6844e+00 +1.6542e+00 +1.6670e+00 -9.2320e-01 -1.4356e+00 -5.0843e-01 +9.2629e-01 +4.9183e-01 +2.4729e-01 -4.2899e-01 +8.6338e-01 -7.9826e-01 -6.4543e-01
1721 +1.232669768e+03 +1.232669768e+03 +1.071359768e+03 +1.071359768e+03 -1.0428e-01 +6.6744e-01 +3.9164e-01 -3.2215e-01 +7.2919e-01 +3.7692e-02 +1.2587e+00 -8.7841e-01 +2.3388e-01 +3.0217e-01 -5.1668e-01 +3.7131e-01 -1.3853e+00 +4.7624e-01 +2.9187e-01 -9.4425e-01 -3.6620e-01 +7.5862e-01 -1.9784e-01 -1.5960e+00
2301 +8.715889084e+02 +8.715889084e+02 +7.102789084e+02 +7.102789084e+02 -1.0428e-01 +6.6744e-01 +3.9164e-01 -3.2215e-01 +7.2919e-01 +1.3823e-01 +1.2587e+00 -9.4537e-03 +2.3388e-01 +3.9678e-01 -5.1668e-01 -4.2958e-02 -1.3853e+00 +2.9218e-02 +2.9187e-01 -9.4425e-01 -3.6620e-01 +7.5862e-01 -1.9784e-01 -1.4632e+00
2717 +4.454278249e+02 +4.454278249e+02 +2.841178249e+02 +2.841178249e+02 +1.0623e-01 -4.5351e-01 +5.6909e-01 -2.8641e-01 +5.2929e-01 +8.2928e-02 -4.2385e-01 +1.6855e+00 +1.2093e-01 +2.5068e-01 +3.6358e-01 -1.0102e+00 -7.2788e-01 -5.3936e-02 +8.1933e-01 +9.3879e-02 -9.3620e-01 +4.8390e-01 -1.7621e-01 -1.8880e-01
3415 +3.908486132e+02 +3.908486132e+02 +2.295386132e+02 +2.295386132e+02 +1.2142e-01 +1.4805e+00 -3.0051e-01 +2.2069e-01 +3.6838e-01 +1.5173e-01 +3.3524e-02 +3.2048e-01 +2.4327e-01 +1.5602e-01 -7.4963e-01 +8.1123e-01 -6.6895e-01 -4.4504e-02 +3.9137e-01 -3.8581e-01 -3.6059e-01 +2.8950e-01 +3.9781e-01 -8.8785e-01
3517 +2.017271855e+02 +2.017271855e+02 +4.041718547e+01 +4.041718547e+01 +6.3803e-01 +3.2776e-01 +2.3064e-01 +6.4784e-01 +1.7830e-01 -2.7808e-01 -4.5485e-01 +1.3782e-01 -4.2646e-01 -2.1477e-01 -3.5753e-02 +3.1717e-01 -3.8729e-02 +1.0511e+00 +2.8899e-01 -4.7035e-03 -1.6785e-01 +4.5791e-01 +2.2227e-01 +1.5679e-02
4301 +1.511418198e+02 +1.511418198e+02 -1.016818024e+01 -1.016818024e+01 +5.9100e-01 +1.5641e-01 -3.5194e-02 +3.7399e-02 +1.7830e-01 -1.8054e-01 -3.3798e-01 +3.7037e-01 -4.2646e-01 +3.0068e-01 -6.2638e-02 +9.3890e-01 -5.0973e-01 +7.7364e-01 +2.8899e-01 -2.1281e-02 -4.0086e-02 -1.3050e-01 +3.0067e-01 -3.5452e-01
5318 +7.919578750e+01 +7.919578750e+01 -8.211421250e+01 -8.211421250e+01 +4.3005e-01 +5.3184e-01 -4.0440e-01 +1.3694e-01 +1.9345e-01 -1.4643e-01 +3.5178e-01 +5.8519e-01 -5.4089e-01 +2.5458e-02 -3.5054e-01 +5.7675e-01 -5.3603e-01 +6.4033e-01 +1.3770e-01 +3.9290e-02 -7.7260e-01 -8.8219e-02 -6.2913e-01 -6.0719e-01
6001 +6.231646763e+01 +6.231646763e+01 -9.899353237e+01 -9.899353237e+01 +5.7787e-01 +3.1214e-01 -2.0445e-01 +4.7570e-01 +3.2028e-01 -1.0335e-01 +2.0309e-02 +5.0437e-01 -1.4855e-01 -6.1338e-02 -2.1414e-01 +6.0395e-01 -5.8302e-01 +3.9569e-01 +4.1327e-01 -1.4536e-01 -4.8267e-01 -9.6206e-02 -1.7060e-01 -5.6121e-01
6804 +3.870203637e+01 +3.870203637e+01 -1.226079636e+02 -1.226079636e+02 +7.9671e-01 +4.2121e-01 -7.0063e-01 +4.1402e-01 +1.5854e-01 -1.4643e-01 +1.3728e-01 +5.1709e-01 -4.1322e-01 -1.7301e-01 -1.8122e-01 +7.6702e-01 -6.3321e-01 +6.2197e-01 +3.7380e-01 -3.4437e-01 -5.6176e-01 -1.4842e-02 -6.7842e-02 -4.9638e-01
7904 +2.300321777e+01 +2.300321777e+01 -1.383067822e+02 -1.383067822e+02 +6.4677e-01 +2.1589e-01 -4.8729e-01 +5.3751e-01 +3.0821e-01 -4.5145e-01 +1.8029e-01 +5.0525e-01 -5.8994e-01 -1.6001e-01 -6.9512e-02 +8.0544e-01 -7.5159e-01 +5.1384e-01 +4.2542e-01 -2.1220e-01 -7.6336e-01 -1.3784e-01 -1.4236e-01 -6.9769e-01
24307 +1.583695385e+01 +1.583695385e+01 -1.454730461e+02 -1.454730461e+02 +7.6096e-01 +1.4303e-01 -6.9973e-01 +5.9170e-01 +3.2110e-01 -3.8793e-02 +3.8927e-01 +4.1336e-01 -4.8123e-01 -1.8116e-01 +9.8577e-02 +6.4978e-01 -4.4609e-01 +5.1950e-01 -1.0259e-01 -5.6574e-01 -7.4987e-01 -8.6481e-02 -1.1782e-01 -3.1320e-01
48112 +9.999223076e+00 +9.999223076e+00 -1.513107769e+02 -1.513107769e+02 +8.4976e-02 -1.2964e-01 -6.7497e-01 +2.1304e-01 +2.4686e-01 +2.2704e-02 +6.5710e-01 -4.2536e-01 +4.9724e-02 -1.8234e-01 -5.4744e-01 +2.0044e-01 -4.9611e-01 -4.6924e-01 -5.4045e-01 -1.1615e+00 -4.7318e-01 -8.7184e-02 +2.4067e-02 +1.3288e-01
58231 +6.263110469e+00 +6.263110469e+00 -1.550468895e+02 -1.550468895e+02 -4.3792e-01 -1.2963e-01 -5.0741e-01 +9.9881e-03 -5.7528e-02 -7.0813e-03 +7.3575e-01 -1.0072e+00 +1.3424e-01 -4.8389e-01 -4.2575e-01 +8.4966e-03 +1.7230e-01 -4.8565e-01 -3.3583e-01 -7.6983e-01 -3.9321e-01 -3.5121e-01 +4.0796e-01 +2.1937e-01
67501 +3.970817660e+00 +3.970817660e+00 -1.573391823e+02 -1.573391823e+02 -2.8516e-01 -9.3555e-02 -1.7028e-01 -1.7569e-01 -3.8164e-01 -3.4223e-02 +5.0918e-01 -1.3135e+00 +1.7537e-01 -3.5612e-01 -4.1833e-01 -5.7817e-02 +5.8480e-01 -2.9119e-01 -3.6119e-01 -6.3105e-01 +7.3012e-02 -3.8246e-01 +4.8410e-01 +2.6434e-01
74658 +2.502091171e+00 +2.502091171e+00 -1.588079088e+02 -1.588079088e+02 -1.7502e-01 -2.4053e-01 -1.2370e-01 -2.6209e-01 -5.1964e-01 +2.8729e-02 +2.8954e-01 -1.2053e+00 +2.5258e-01 -1.8861e-01 -4.1005e-01 -1.8613e-01 +7.1844e-01 -2.9387e-01 -3.8229e-01 -4.6233e-01 +4.4651e-01 -4.2809e-01 +5.4277e-01 +3.2655e-01
78873 +1.555579310e+00 +1.555579310e+00 -1.597544207e+02 -1.597544207e+02 -1.9901e-01 -3.4367e-01 -1.1314e-01 -2.9128e-01 -5.6623e-01 +1.6400e-01 +1.5742e-01 -1.1053e+00 +3.2712e-01 -1.2680e-01 -3.3449e-01 -2.8909e-01 +7.2262e-01 -3.3343e-01 -4.1252e-01 -3.0034e-01 +6.5373e-01 -3.7617e-01 +5.2639e-01 +4.2157e-01
82383 +9.874556807e-01 +9.874556807e-01 -1.603225443e+02 -1.603225443e+02 -2.3729e-01 -3.6815e-01 -7.4963e-02 -3.0716e-01 -5.6838e-01 +2.2351e-01 +1.0732e-01 -1.0261e+00 +3.6742e-01 -9.8252e-02 -2.6947e-01 -3.4783e-01 +6.9911e-01 -3.6238e-01 -4.1830e-01 -2.0350e-01 +7.2020e-01 -2.9713e-01 +4.7621e-01 +5.3363e-01
84811 +6.134746081e-01 +6.134746081e-01 -1.606965254e+02 -1.606965254e+02 -2.8994e-01 -3.7937e-01 +1.5575e-03 -3.3493e-01 -5.4045e-01 +2.8378e-01 +5.2625e-02 -9.4630e-01 +4.2307e-01 -5.7230e-02 -1.8305e-01 -4.1340e-01 +7.0087e-01 -4.0258e-01 -4.1785e-01 -1.2077e-01 +7.7117e-01 -2.0681e-01 +4.3458e-01 +6.1582e-01
87025 +3.961708655e-01 +3.961708655e-01 -1.609138291e+02 -1.609138291e+02 -3.2533e-01 -3.7597e-01 +6.6579e-02 -3.5775e-01 -5.1728e-01 +3.0669e-01 +9.3929e-03 -8.8215e-01 +4.6262e-01 -3.7735e-02 -1.2582e-01 -4.6209e-01 +7.1068e-01 -4.1967e-01 -4.0844e-01 -7.6306e-02 +7.7725e-01 -1.4469e-01 +4.0865e-01 +6.6476e-01
89504 +2.475505414e-01 +2.475505414e-01 -1.610624495e+02 -1.610624495e+02 -3.5548e-01 -3.7354e-01 +1.2856e-01 -3.8193e-01 -4.9033e-01 +3.2548e-01 -1.8104e-02 -8.4789e-01 +5.0157e-01 -1.2786e-02 -8.1451e-02 -5.0259e-01 +7.2508e-01 -4.3643e-01 -4.1042e-01 -5.3299e-02 +7.7950e-01 -9.1862e-02 +3.8598e-01 +6.9360e-01
92456 +1.563299502e-01 +1.563299502e-01 -1.611536700e+02 -1.611536700e+02 -3.9970e-01 -3.6941e-01 +2.0338e-01 -4.1521e-01 -4.4338e-01 +3.5327e-01 -5.3262e-02 -7.9089e-01 +5.5788e-01 +2.0503e-02 -3.0386e-02 -5.6185e-01 +7.4342e-01 -4.6953e-01 -4.0157e-01 -2.9062e-02 +7.7252e-01 -2.6860e-02 +3.5897e-01 +7.2328e-01
94454 +9.627319409e-02 +9.627319409e-02 -1.612137268e+02 -1.612137268e+02 -4.3917e-01 -3.5903e-01 +2.7898e-01 -4.4697e-01 -4.0367e-01 +3.7691e-01 -8.2422e-02 -7.4002e-01 +6.0661e-01 +4.8215e-02 +2.3214e-02 -6.1701e-01 +7.5816e-01 -4.9172e-01 -3.9619e-01 -9.9202e-03 +7.6079e-01 +3.6369e-02 +3.3628e-01 +7.4649e-01
95718 +6.110004856e-02 +6.110004856e-02 -1.612489000e+02 -1.612489000e+02 -4.5796e-01 -3.4918e-01 +3.1353e-01 -4.5942e-01 -3.8412e-01 +3.8773e-01 -9.8863e-02 -7.1612e-01 +6.2747e-01 +6.0111e-02 +5.1985e-02 -6.4350e-01 +7.6915e-01 -4.9901e-01 -3.9098e-01 +3.7066e-03 +7.5296e-01 +6.6167e-02 +3.2465e-01 +7.5469e-01
97108 +3.790412216e-02 +3.790412216e-02 -1.612720959e+02 -1.612720959e+02 -4.6565e-01 -3.4563e-01 +3.3166e-01 -4.6606e-01 -3.7482e-01 +3.9417e-01 -1.0801e-01 -7.0259e-01 +6.4042e-01 +6.6711e-02 +6.5752e-02 -6.5418e-01 +7.7371e-01 -5.0323e-01 -3.8764e-01 +5.4697e-03 +7.4750e-01 +7.9238e-02 +3.2136e-01 +7.5613e-01
98412 +2.471181064e-02 +2.471181064e-02 -1.612852882e+02 -1.612852882e+02 -4.8917e-01 -3.3699e-01 +3.7909e-01 -4.8521e-01 -3.4585e-01 +4.1010e-01 -1.2749e-01 -6.7027e-01 +6.7121e-01 +8.2921e-02 +9.7716e-02 -6.8713e-01 +7.8548e-01 -5.1475e-01 -3.8065e-01 +1.4166e-02 +7.3323e-01 +1.1694e-01 +3.0824e-01 +7.6307e-01
99212 +1.569361418e-02 +1.569361418e-02 -1.612943064e+02 -1.612943064e+02 -4.9371e-01 -3.3371e-01 +3.8796e-01 -4.8812e-01 -3.3813e-01 +4.1060e-01 -1.3224e-01 -6.6332e-01 +6.7862e-01 +8.6226e-02 +1.0434e-01 -6.9452e-01 +7.8794e-01 -5.1797e-01 -3.7865e-01 +1.4722e-02 +7.2913e-01 +1.2472e-01 +3.0465e-01 +7.6163e-01
99879 +9.589407595e-03 +9.589407595e-03 -1.613004106e+02 -1.613004106e+02 -5.0500e-01 -3.2959e-01 +4.1143e-01 -4.9901e-01 -3.2383e-01 +4.1768e-01 -1.4122e-01 -6.4806e-01 +6.9330e-01 +9.5158e-02 +1.1833e-01 -7.1089e-01 +7.9364e-01 -5.2484e-01 -3.7564e-01 +1.7340e-02 +7.2180e-01 +1.4389e-01 +2.9778e-01 +7.6397e-01
100501 +5.973230885e-03 +5.973230885e-03 -1.613040268e+02 -1.613040268e+02 -5.1669e-01 -3.2522e-01 +4.3393e-01 -5.0803e-01 -3.0978e-01 +4.2527e-01 -1.4955e-01 -6.2999e-01 +7.0938e-01 +1.0475e-01 +1.3519e-01 -7.2862e-01 +8.0008e-01 -5.3167e-01 -3.7317e-01 +1.9461e-02 +7.1360e-01 +1.6214e-01 +2.9065e-01 +7.6468e-01
101037 +3.494346862e-03 +3.494346862e-03 -1.613065057e+02 -1.613065057e+02 -5.2293e-01 -3.2236e-01 +4.4665e-01 -5.1425e-01 -3.0187e-01 +4.2903e-01 -1.5551e-01 -6.2308e-01 +7.1809e-01 +1.0879e-01 +1.4344e-01 -7.3791e-01 +8.0509e-01 -5.3477e-01 -3.7214e-01 +2.1698e-02 +7.1053e-01 +1.7123e-01 +2.8817e-01 +7.6595e-01
101742 +2.207298260e-03 +2.207298260e-03 -1.613077927e+02 -1.613077927e+02 -5.2668e-01 -3.2017e-01 +4.5687e-01 -5.1855e-01 -2.9616e-01 +4.3044e-01 -1.5896e-01 -6.1758e-01 +7.2488e-01 +1.1261e-01 +1.4867e-01 -7.4522e-01 +8.0760e-01 -5.3775e-01 -3.7043e-01 +2.2361e-02 +7.0664e-01 +1.7850e-01 +2.8603e-01 +7.6554e-01
102007 +1.534269969e-03 +1.534269969e-03 -1.613084657e+02 -1.613084657e+02 -5.3293e-01 -3.1769e-01 +4.7000e-01 -5.2441e-01 -2.8789e-01 +4.3476e-01 -1.6441e-01 -6.0859e-01 +7.3405e-01 +1.1802e-01 +1.5752e-01 -7.5483e-01 +8.1189e-01 -5.4144e-01 -3.6913e-01 +2.3820e-02 +7.0261e-01 +1.8869e-01 +2.8221e-01 +7.6669e-01
102803 +8.901490084e-04 +8.901490084e-04 -1.613091099e+02 -1.613091099e+02 -5.3105e-01 -3.1882e-01 +4.6485e-01 -5.2186e-01 -2.9065e-01 +4.3338e-01 -1.6207e-01 -6.1193e-01 +7.3120e-01 +1.1575e-01 +1.5442e-01 -7.5085e-01 +8.1008e-01 -5.4004e-01 -3.6936e-01 +2.3049e-02 +7.0423e-01 +1.8518e-01 +2.8350e-01 +7.6701e-01
103410 +5.477464588e-04 +5.477464588e-04 -1.613094523e+02 -1.613094523e+02 -5.3559e-01 -3.1710e-01 +4.7423e-01 -5.2638e-01 -2.8479e-01 +4.3624e-01 -1.6551e-01 -6.0554e-01 +7.3779e-01 +1.1918e-01 +1.6094e-01 -7.5817e-01 +8.1296e-01 -5.4332e-01 -3.6816e-01 +2.3707e-02 +7.0074e-01 +1.9259e-01 +2.8118e-01 +7.6758e-01
103818 +3.809260052e-04 +3.809260052e-04 -1.613096191e+02 -1.613096191e+02 -5.3463e-01 -3.1750e-01 +4.7245e-01 -5.2572e-01 -2.8604e-01 +4.3575e-01 -1.6481e-01 -6.0686e-01 +7.3643e-01 +1.1821e-01 +1.5940e-01 -7.5683e-01 +8.1245e-01 -5.4305e-01 -3.6840e-01 +2.3467e-02 +7.0136e-01 +1.9081e-01 +2.8174e-01 +7.6747e-01
104115 +2.506245224e-04 +2.506245224e-04 -1.613097494e+02 -1.613097494e+02 -5.3546e-01 -3.1703e-01 +4.7377e-01 -5.2576e-01 -2.8512e-01 +4.3672e-01 -1.6516e-01 -6.0605e-01 +7.3795e-01 +1.1879e-01 +1.6054e-01 -7.5781e-01 +8.1318e-01 -5.4311e-01 -3.6850e-01 +2.3487e-02 +7.0084e-01 +1.9190e-01 +2.8118e-01 +7.6779e-01
