% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
111 +2.909385032e+02 +2.909385032e+02 +3.024385032e+02 +3.024385032e+02 +1.1367e+00 +1.4954e+00 -5.4096e-01 -1.6262e+00 +1.0996e-01 -7.6694e-01 -3.8098e+00 +1.3194e+00 +2.9357e+00 -1.4550e+00 -2.4814e-02 -1.9100e+00 +2.1878e+00 +1.3013e+00 -1.6779e+00 -1.8424e+00 +3.2749e+00 -3.8122e+00 -1.4338e+00 -3.6722e+00
243 +2.447602070e+02 +2.447602070e+02 +2.562602070e+02 +2.562602070e+02 +2.7599e+00 +3.3102e+00 +1.8341e+00 -1.4872e+00 +3.5474e+00 +8.6995e-01 -8.3977e-02 +1.0479e-01 +2.9550e+00 +1.8652e+00 +1.4677e-01 -2.6372e+00 +2.8883e+00 +2.8232e-01 -3.0556e+00 -4.4862e-02 +2.1662e+00 -2.6668e+00 -4.1459e-01 -3.7473e+00
784 +1.563899448e+02 +1.563899448e+02 +1.678899448e+02 +1.678899448e+02 +3.9884e+00 +2.5293e+00 +9.4319e-01 -2.3745e-01 +2.6987e+00 +2.2117e+00 -4.7736e-01 +2.1815e+00 +2.9808e+00 +7.1273e-01 +2.0957e-01 -1.4787e+00 +2.7376e+00 +1.2155e+00 -2.2460e+00 +1.2869e-01 +2.6886e+00 -2.0958e+00 -2.6789e-01 -3.2637e+00
1640 +9.671077204e+01 +9.671077204e+01 +1.082107720e+02 +1.082107720e+02 +4.0816e+00 +3.0294e+00 +1.1483e+00 -9.5808e-01 +2.1044e+00 +2.1673e+00 -2.6628e-01 +2.3274e+00 +2.7333e+00 +9.6130e-01 -5.3375e-01 -1.8030e+00 +2.7922e+00 +1.5863e+00 -2.9725e+00 -2.1723e-02 +2.2299e+00 -2.2345e+00 -1.3465e+00 -3.1479e+00
1792 +5.936510666e+01 +5.936510666e+01 +7.086510666e+01 +7.086510666e+01 +4.0180e+00 +3.2731e+00 +1.1174e+00 -9.8341e-01 +1.9230e+00 +2.2493e+00 -2.3302e-01 +2.1264e+00 +2.7069e+00 +9.3510e-01 -5.6774e-01 -1.7734e+00 +2.6938e+00 +1.5875e+00 -2.9919e+00 -4.7473e-02 +2.2102e+00 -2.1283e+00 -1.3034e+00 -2.9432e+00
1980 +3.939305602e+01 +3.939305602e+01 +5.089305602e+01 +5.089305602e+01 +4.0736e+00 +3.2502e+00 +1.1431e+00 -9.9297e-01 +2.0005e+00 +2.2868e+00 -3.1457e-01 +2.1829e+00 +2.6491e+00 +9.4538e-01 -4.8390e-01 -1.7607e+00 +2.7228e+00 +1.5916e+00 -2.9577e+00 -2.2691e-02 +2.3229e+00 -2.0951e+00 -1.3373e+00 -2.9924e+00
2448 +2.503684370e+01 +2.503684370e+01 +3.653684370e+01 +3.653684370e+01 +4.0714e+00 +3.4616e+00 +1.1748e+00 -9.9858e-01 +1.9816e+00 +2.3090e+00 -3.6521e-01 +2.1549e+00 +2.6937e+00 +9.3060e-01 -5.3038e-01 -1.7454e+00 +2.7249e+00 +1.6020e+00 -2.9601e+00 -1.8709e-02 +2.2619e+00 -2.1116e+00 -1.3524e+00 -2.9790e+00
332561 +1.577173281e+01 +1.577173281e+01 +2.727173281e+01 +2.727173281e+01 +4.0623e+00 +1.5556e+00 +1.0711e+00 -1.1182e-01 +3.4379e+00 +1.5233e+00 +1.0826e+00 +1.5667e+00 +3.9499e+00 +3.8211e-01 +7.5917e-02 -1.7738e+00 +1.7374e+00 +1.1198e+00 -2.5510e+00 +1.9671e-03 +1.9050e+00 -2.0975e+00 -1.3450e+00 -3.6701e+00
% function evaluation | noise-free fitness - Fopt (6.630000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.793454314e+02 +8.793454314e+02 +9.456454314e+02 +9.456454314e+02 +7.5993e-01 -2.3451e+00 +3.4990e+00 +1.9546e+00 +3.6351e+00 -1.4434e+00 +2.4823e+00 +1.9532e+00 -5.4024e-01 -1.9291e+00 +8.7862e-01 -5.5501e-01 +3.1136e+00 -1.9390e+00 +1.4091e+00 -3.8234e+00 -3.8541e+00 +2.6988e+00 +1.1006e+00 +2.6020e+00
39 +5.936761723e+02 +5.936761723e+02 +6.599761723e+02 +6.599761723e+02 +1.3459e+00 +8.5050e-01 +1.1093e+00 +7.8185e-01 +3.0455e+00 +8.7223e-01 +1.3801e+00 +2.0442e+00 -5.1813e-01 +2.4358e-01 +6.4969e-01 +2.7831e+00 -1.7418e-01 -1.2957e+00 +3.1275e+00 -5.5770e+00 -2.9777e+00 -2.2181e+00 +2.0015e-01 +6.8664e-02
78 +3.880616058e+02 +3.880616058e+02 +4.543616058e+02 +4.543616058e+02 +2.4724e+00 -1.0578e+00 +5.3606e-01 -3.2120e+00 +1.0039e+00 -8.0230e-04 +2.5354e-01 +9.7445e-02 +1.2023e+00 +6.9487e-01 -4.4950e-02 +4.9735e-01 -4.1523e-01 +1.3226e+00 +3.7253e+00 -4.1024e+00 -1.1628e+00 -2.7455e-01 +2.4265e+00 +2.4854e+00
290 +2.429562673e+02 +2.429562673e+02 +3.092562673e+02 +3.092562673e+02 +5.5977e-01 -2.5379e+00 -1.0973e+00 -4.6700e+00 -4.2864e-01 -6.2584e-01 -2.2892e+00 +2.4878e+00 +9.8056e-01 -5.2661e-01 +1.8924e+00 -2.0031e-01 -1.0611e+00 +2.7543e+00 +3.7008e+00 -3.0704e+00 -5.8856e-01 +1.4449e-01 +2.9041e-01 -9.3944e-02
698 +1.536301925e+02 +1.536301925e+02 +2.199301925e+02 +2.199301925e+02 -9.6146e-02 -6.9771e-01 -2.8484e+00 -3.4345e+00 -2.8609e+00 +1.9244e-01 -2.6736e-01 +1.5504e+00 -1.3578e+00 -7.9751e-01 +3.9885e-01 +2.9956e-01 +5.8743e-01 +2.7655e+00 +2.6569e+00 -3.5561e+00 -1.3521e+00 +9.8522e-01 +1.8710e+00 -8.3306e-02
1426 +9.557459214e+01 +9.557459214e+01 +1.618745921e+02 +1.618745921e+02 -1.5994e-01 -1.0591e+00 -2.4950e+00 -3.2466e+00 -7.8660e-02 +3.6355e-01 -2.0182e-01 +1.9668e+00 +3.7150e-01 +2.0562e-01 +6.4908e-01 -8.2500e-03 -4.7329e-01 +3.4725e+00 +3.4147e+00 -3.7384e+00 -4.8026e-01 +1.3123e+00 +1.8943e+00 -5.8265e-02
1624 +5.280810739e+01 +5.280810739e+01 +1.191081074e+02 +1.191081074e+02 -3.5804e-01 -1.2157e+00 -2.4527e+00 -3.1285e+00 +2.5025e-02 +1.5811e-01 -2.0139e-01 +1.9242e+00 +2.7818e-01 +1.5077e-01 +6.0996e-01 -1.8161e-01 -3.8443e-01 +3.1022e+00 +3.3913e+00 -3.9072e+00 -4.9612e-01 +1.3639e+00 +1.9460e+00 -8.8888e-02
1920 +3.945098798e+01 +3.945098798e+01 +1.057509880e+02 +1.057509880e+02 -3.6128e-01 -1.2106e+00 -2.4353e+00 -3.2010e+00 +1.5652e-02 +2.7599e-01 -2.0795e-01 +1.9475e+00 +3.0789e-01 +2.3194e-01 +6.5092e-01 -1.9700e-01 -4.4763e-01 +3.1200e+00 +3.4156e+00 -3.8372e+00 -4.4463e-01 +1.3171e+00 +1.9384e+00 -3.5335e-02
41187 +2.451662120e+01 +2.451662120e+01 +9.081662120e+01 +9.081662120e+01 -2.3434e+00 -2.0866e-01 -3.4149e+00 -3.2671e+00 -1.5055e+00 -1.9572e+00 -8.9793e-01 +8.1773e-01 -9.3086e-01 -4.5834e-01 +1.1527e+00 +8.4664e-01 +8.7256e-02 +2.6881e+00 +3.8134e+00 -3.0132e+00 -1.3070e+00 +5.1581e-01 +8.3082e-01 -4.0677e-01
184070 +1.499069193e+01 +1.499069193e+01 +8.129069193e+01 +8.129069193e+01 -3.8091e-01 -1.2640e+00 -4.3267e+00 -3.2126e+00 -2.3649e+00 -3.5358e-01 -1.7417e-01 +9.1957e-02 -2.4429e-01 -4.5223e-01 +1.6864e+00 +3.1463e-01 +6.3802e-02 +2.6655e+00 +3.8136e+00 -3.4908e+00 -1.6838e+00 +5.1820e-01 +1.9052e+00 +2.6764e-01
185364 +9.998614292e+00 +9.998614292e+00 +7.629861429e+01 +7.629861429e+01 -3.2182e-01 -1.1949e+00 -4.3221e+00 -3.2036e+00 -2.3468e+00 -3.4461e-01 -1.9118e-01 +7.7547e-02 -2.7222e-01 -4.1825e-01 +1.6960e+00 +3.1046e-01 +7.2653e-02 +2.6714e+00 +3.8308e+00 -3.4606e+00 -1.6815e+00 +5.1192e-01 +1.9329e+00 +2.6834e-01
% function evaluation | noise-free fitness - Fopt (4.634000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.356047121e+03 +1.356047121e+03 +1.402387121e+03 +1.402387121e+03 +3.6900e+00 +1.8656e+00 -2.2200e+00 -3.0792e-01 +3.5998e+00 -3.2067e+00 +1.0995e-01 +1.4179e+00 -1.5120e+00 -3.0447e+00 +1.0904e+00 +3.8152e+00 -2.5323e+00 -2.7973e+00 -2.6691e-01 -3.1997e+00 +1.5148e+00 +5.0221e-01 -1.4088e+00 +2.2750e+00
8 +8.043432576e+02 +8.043432576e+02 +8.506832576e+02 +8.506832576e+02 +3.7792e+00 +2.4296e+00 -2.3845e+00 -6.0868e-01 +6.0036e+00 -2.1500e+00 +4.6170e-01 -2.1078e+00 -1.5076e+00 -8.5490e-01 +2.0852e+00 +5.0785e+00 -8.5561e+00 -4.1393e+00 -1.8603e+00 -4.3694e+00 +7.3318e-01 -1.3893e+00 -2.2688e+00 +1.4102e-01
53 +5.678159038e+02 +5.678159038e+02 +6.141559038e+02 +6.141559038e+02 +2.9869e+00 +5.0651e+00 -4.5004e+00 +2.2687e+00 +1.4675e+00 -4.3169e+00 +3.0897e+00 -3.0586e+00 +5.7447e-01 +3.1234e-01 +1.9812e+00 +4.4956e+00 -7.6896e+00 +6.1601e-01 -1.8597e+00 +3.9143e-01 +4.6009e+00 -4.4517e+00 -2.3404e-01 -1.0038e+00
123 +3.863560369e+02 +3.863560369e+02 +4.326960369e+02 +4.326960369e+02 +5.2571e+00 +4.1977e+00 -1.8580e+00 +2.5302e+00 +7.4839e-01 -3.5078e+00 +1.9210e+00 -3.4124e+00 -4.6641e-01 -2.4293e+00 +5.9548e-01 +2.7163e+00 -5.3641e+00 -2.8055e+00 -2.2702e+00 -2.3488e+00 +2.3344e+00 -2.8526e+00 -1.4460e+00 -3.3084e+00
234 +2.172288895e+02 +2.172288895e+02 +2.635688895e+02 +2.635688895e+02 +4.3867e+00 +4.1845e+00 -3.3667e+00 +1.3401e+00 -5.8943e-01 -3.6397e+00 +1.7449e+00 -1.8915e+00 +2.7905e+00 -5.3061e-01 +1.1445e+00 +3.6565e+00 -4.8146e+00 -1.9112e+00 -2.7237e+00 -7.6427e-01 +2.5308e+00 -4.1032e+00 +4.6527e-01 +6.3184e-02
721 +1.382186520e+02 +1.382186520e+02 +1.845586520e+02 +1.845586520e+02 +1.7906e+00 +5.4047e+00 -2.7340e+00 -1.1282e+00 -1.3784e-01 -2.4394e+00 +1.6455e+00 -4.5714e+00 +3.5353e+00 +2.4853e-01 +1.8372e+00 +2.5746e+00 -3.8643e+00 -2.7699e+00 -2.7492e+00 -9.5665e-01 +1.8113e+00 -4.1127e+00 +1.2005e+00 -1.7269e+00
1400 +9.839282104e+01 +9.839282104e+01 +1.447328210e+02 +1.447328210e+02 +1.8251e+00 +4.7962e+00 -1.6581e+00 -4.2018e-01 -9.9366e-02 -1.7210e+00 +3.8925e-01 -3.5630e+00 +3.3563e+00 +1.6420e+00 +1.8588e-01 +2.2199e+00 -3.8614e+00 -2.6564e+00 -2.3053e+00 -2.1137e+00 +2.3423e+00 -3.7854e+00 +1.2606e+00 -1.4121e+00
1609 +5.968998576e+01 +5.968998576e+01 +1.060299858e+02 +1.060299858e+02 +1.9740e+00 +4.6230e+00 -1.7309e+00 -3.6489e-01 +6.1101e-02 -1.7977e+00 +3.3239e-01 -3.7177e+00 +3.4718e+00 +1.6169e+00 +5.5613e-01 +2.1520e+00 -3.8754e+00 -2.3462e+00 -2.7348e+00 -2.2227e+00 +2.6631e+00 -3.7033e+00 +1.2381e+00 -1.7742e+00
1765 +3.846010359e+01 +3.846010359e+01 +8.480010359e+01 +8.480010359e+01 +1.8590e+00 +4.6285e+00 -1.6951e+00 -3.8088e-01 +2.7592e-01 -1.7520e+00 +4.5084e-01 -3.8602e+00 +3.4010e+00 +1.6200e+00 +6.6054e-01 +2.2305e+00 -3.8344e+00 -2.3460e+00 -2.7327e+00 -2.1979e+00 +2.7573e+00 -3.7830e+00 +1.3120e+00 -1.6931e+00
1988 +2.511428416e+01 +2.511428416e+01 +7.145428416e+01 +7.145428416e+01 +1.8677e+00 +4.6517e+00 -1.6437e+00 -3.6446e-01 +2.0031e-01 -1.7752e+00 +3.7568e-01 -3.7919e+00 +3.3937e+00 +1.5693e+00 +6.0911e-01 +2.1888e+00 -3.8513e+00 -2.3522e+00 -2.7381e+00 -2.2105e+00 +2.7566e+00 -3.7743e+00 +1.2687e+00 -1.7117e+00
241410 +1.580674996e+01 +1.580674996e+01 +6.214674996e+01 +6.214674996e+01 +2.8443e+00 +2.6918e+00 -1.6806e+00 +5.2150e-01 -1.4735e+00 -4.3271e-01 +2.3438e+00 -3.1096e+00 +2.7126e+00 +1.5839e+00 +1.1994e+00 +3.2218e+00 -3.8587e+00 -2.3484e+00 -2.3502e+00 -1.8360e+00 +1.9113e+00 -3.3773e+00 +1.2444e+00 -1.3804e+00
% function evaluation | noise-free fitness - Fopt (-2.104000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.763224058e+03 +2.763224058e+03 +2.742184058e+03 +2.742184058e+03 +1.6144e+00 +2.5763e+00 -9.0256e-01 +3.1995e-01 +1.1860e-01 -2.6396e+00 +5.0053e-01 -2.0455e+00 -1.8520e+00 -2.9234e-01 +2.2561e+00 +3.8199e+00 -2.0692e+00 +2.0379e+00 +4.9785e-01 -1.2466e+00 -1.1151e+00 +3.0199e+00 -3.9671e+00 -3.9587e+00
6 +2.024145974e+03 +2.024145974e+03 +2.003105974e+03 +2.003105974e+03 -8.5363e-01 -1.0348e+00 -2.2644e+00 +2.2173e+00 -5.3979e-01 -2.5938e+00 -1.1561e+00 -1.8438e+00 +4.6047e-01 -1.9327e+00 +3.0846e+00 +1.5640e+00 +2.5158e+00 +2.9846e+00 -1.5665e+00 +6.2880e-01 +3.1628e+00 +2.5657e+00 -1.9736e+00 -1.1730e+00
25 +1.471225582e+03 +1.471225582e+03 +1.450185582e+03 +1.450185582e+03 -9.9036e-01 +1.5033e+00 -1.2643e+00 +1.5498e+00 -1.2837e+00 -8.9632e-01 +4.8948e-01 +9.0274e-02 +1.2481e+00 -2.5354e-01 +3.9700e+00 +5.1000e-01 -1.8014e-01 +1.9632e+00 +3.5223e-01 -1.8091e+00 +3.3667e-01 +1.3814e+00 -2.1769e+00 -2.6109e+00
47 +9.109203431e+02 +9.109203431e+02 +8.898803431e+02 +8.898803431e+02 +2.2760e-01 -3.4333e-01 -6.9421e-01 +3.2068e+00 -1.1558e+00 -3.8311e+00 +1.1119e-01 -1.3452e+00 +2.2220e+00 -1.9468e-01 +1.3068e+00 -8.7107e-01 -1.5777e+00 -1.5627e+00 +2.1498e+00 +2.4529e+00 -3.2498e+00 -6.2726e-01 -3.2781e+00 -1.6902e+00
59 +5.167157430e+02 +5.167157430e+02 +4.956757430e+02 +4.956757430e+02 +1.5119e+00 -1.7088e+00 -8.8184e-01 +3.1304e+00 +7.1345e-01 +2.5311e+00 -9.0941e-01 -4.1946e+00 +1.8480e+00 -9.0679e-01 -1.1475e+00 -1.9161e+00 -6.9930e-01 -2.5537e+00 +1.6317e+00 -1.0859e+00 -1.1817e-01 +6.9585e-01 -3.5790e+00 -1.7475e+00
109 +3.505342565e+02 +3.505342565e+02 +3.294942565e+02 +3.294942565e+02 -2.4473e-01 +7.3968e-01 -5.0555e-02 +3.4530e+00 +1.0712e-01 -7.1212e-01 -3.9730e+00 -2.2739e+00 +3.0900e+00 -6.0242e-01 -2.6626e+00 -1.4841e+00 +1.2852e+00 -3.2719e+00 +2.6230e+00 +3.8490e-01 +2.7222e+00 +9.0747e-02 +4.8032e-01 -7.5950e-02
398 +2.302617414e+02 +2.302617414e+02 +2.092217414e+02 +2.092217414e+02 +4.2540e+00 +1.2076e+00 -3.2279e+00 +2.4110e+00 +2.9571e+00 -1.3339e+00 -1.3010e+00 -3.6765e+00 +3.4987e+00 -2.7423e+00 -2.8886e+00 -4.9720e+00 +1.7427e+00 -3.9092e+00 +2.0333e+00 -4.3768e-01 +4.1175e+00 -9.2475e-01 -8.8914e-01 -7.2677e-01
1072 +1.544965830e+02 +1.544965830e+02 +1.334565830e+02 +1.334565830e+02 +3.1521e+00 +1.3721e+00 -2.2162e+00 +1.5734e+00 +2.9130e+00 -1.2637e+00 -2.3582e+00 -2.7703e+00 +3.5889e+00 -4.9158e+00 -2.4584e+00 -2.6289e+00 +2.3775e+00 -4.2860e+00 +1.1841e+00 +4.7429e-01 +3.4991e+00 -1.2256e+00 -1.2108e+00 -6.4129e-01
2096 +9.563274189e+01 +9.563274189e+01 +7.459274189e+01 +7.459274189e+01 +3.1765e+00 +1.1414e+00 -2.0591e+00 +2.1142e+00 +1.9300e+00 -6.3776e-01 -2.3000e+00 -2.8078e+00 +3.0022e+00 -5.0960e+00 -1.9899e+00 -4.4570e+00 +1.7228e+00 -4.2023e+00 +1.2811e+00 +8.5382e-01 +3.9608e+00 -1.2006e+00 -6.5885e-01 -9.6719e-01
2220 +6.077697069e+01 +6.077697069e+01 +3.973697069e+01 +3.973697069e+01 +3.1585e+00 +1.1869e+00 -2.1423e+00 +1.7466e+00 +2.0271e+00 -4.9462e-01 -2.2838e+00 -2.8931e+00 +3.1442e+00 -5.0587e+00 -2.0249e+00 -4.3485e+00 +1.7543e+00 -4.1649e+00 +1.2821e+00 +8.3061e-01 +3.9034e+00 -1.2737e+00 -5.4976e-01 -9.6237e-01
2452 +3.900753167e+01 +3.900753167e+01 +1.796753167e+01 +1.796753167e+01 +3.1763e+00 +1.1612e+00 -2.0771e+00 +1.8601e+00 +2.0201e+00 -5.2570e-01 -2.3062e+00 -2.9002e+00 +3.0962e+00 -4.9649e+00 -2.0524e+00 -4.3425e+00 +1.8137e+00 -4.1447e+00 +1.2745e+00 +8.5281e-01 +3.9321e+00 -1.2618e+00 -6.1152e-01 -9.9312e-01
261253 +2.464733712e+01 +2.464733712e+01 +3.607337119e+00 +3.607337119e+00 +2.1579e+00 +1.1192e+00 -4.0503e-01 +4.1324e+00 +1.9547e+00 -5.2537e-01 -1.7298e+00 -3.5232e+00 +1.3837e+00 -3.8823e+00 -1.5239e+00 -3.3333e+00 +2.2567e+00 -3.2455e+00 +2.1305e+00 +4.2164e-01 +3.1134e+00 -1.6195e+00 -6.2210e-01 +1.7170e-02
261766 +1.577356380e+01 +1.577356380e+01 -5.266436205e+00 -5.266436205e+00 +2.1706e+00 +1.1579e+00 -4.2125e-01 +4.2972e+00 +2.0252e+00 -5.4759e-01 -1.7550e+00 -3.5019e+00 +1.3679e+00 -3.8612e+00 -1.5277e+00 -3.3373e+00 +2.2728e+00 -3.2394e+00 +2.1333e+00 +4.3623e-01 +3.1316e+00 -1.6134e+00 -6.0903e-01 +6.1479e-02
% function evaluation | noise-free fitness - Fopt (5.098000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.991654955e+03 +1.991654955e+03 +2.042634955e+03 +2.042634955e+03 -1.3830e+00 +5.3166e-01 +6.0579e-01 -3.2761e+00 -2.4904e+00 +1.1591e+00 +1.7812e+00 +3.0067e+00 +1.7465e+00 -3.4447e+00 -2.4939e+00 +7.6371e-01 +1.1830e+00 +1.3499e+00 +3.0372e+00 -1.6838e+00 -1.7361e+00 +3.4125e+00 -1.4790e+00 +1.4874e-01
14 +1.560728960e+03 +1.560728960e+03 +1.611708960e+03 +1.611708960e+03 +1.5785e+00 +1.2697e+00 +7.5172e-01 -1.8854e+00 -4.9114e-01 +3.0000e+00 -7.4826e-01 +1.6314e+00 +4.7506e+00 -4.9581e+00 -3.4917e+00 -1.2683e+00 +1.5986e+00 -2.9461e+00 +2.1481e+00 -4.8344e-01 -2.0066e+00 +2.0589e+00 -1.3713e-01 -6.9882e-01
31 +9.537997087e+02 +9.537997087e+02 +1.004779709e+03 +1.004779709e+03 +3.0441e+00 -4.9932e+00 +7.1406e-01 -2.7325e+00 -2.0047e+00 +1.3064e-01 -2.2709e+00 -8.6892e-01 +8.8508e-01 -3.1924e+00 -1.1814e+00 -6.3894e-01 +8.8390e-01 -1.9168e+00 -2.4873e+00 +2.9497e-01 -4.0244e+00 +1.4516e+00 +2.7164e+00 -2.3655e+00
166 +5.185996919e+02 +5.185996919e+02 +5.695796919e+02 +5.695796919e+02 -7.0423e-01 -4.5821e+00 +2.3109e+00 -2.6602e+00 -8.1704e+00 -6.3695e+00 -3.1912e+00 +1.4970e+00 +1.3603e+00 +9.0961e-01 +1.8671e+00 +6.1302e-01 +1.7553e+00 -4.6653e+00 -3.0277e+00 +4.7309e+00 +4.4365e+00 +9.4149e-01 +1.2226e+00 -1.1606e+00
293 +3.954214138e+02 +3.954214138e+02 +4.464014138e+02 +4.464014138e+02 +4.2935e+00 -8.9664e-01 +8.9437e-01 -2.0426e+00 -3.7012e+00 -3.1181e+00 -4.0445e+00 +7.0734e-01 +2.0379e+00 +1.3664e+00 +2.7683e+00 +1.3573e+00 +2.1399e+00 -3.8353e+00 -2.0568e+00 +3.5939e+00 +2.7020e+00 +3.3127e+00 +2.6143e+00 -4.1297e+00
511 +2.325908810e+02 +2.325908810e+02 +2.835708810e+02 +2.835708810e+02 +2.6491e+00 -2.7793e+00 -5.0793e-01 -2.9955e+00 -2.2179e+00 -3.9168e+00 -3.9323e+00 +1.6978e+00 -1.3129e+00 +2.8301e-01 +1.7541e+00 +2.4735e+00 +3.0955e+00 -2.7026e+00 -1.4246e+00 +3.0725e+00 +4.2894e+00 +2.2538e+00 +1.9889e+00 -2.7886e+00
1131 +1.562864338e+02 +1.562864338e+02 +2.072664338e+02 +2.072664338e+02 -1.5562e-01 -1.1589e+00 -2.7777e+00 -1.5443e+00 -1.9968e-01 -2.3852e+00 -3.7401e+00 +1.6560e+00 -6.3804e-01 +3.0772e+00 +2.4016e+00 +8.3715e-01 +1.9409e+00 -4.0848e+00 -1.7587e+00 +3.9328e+00 +3.3911e+00 +9.0990e-01 +2.7648e+00 -2.6803e+00
2071 +9.165683886e+01 +9.165683886e+01 +1.426368389e+02 +1.426368389e+02 -1.8844e-01 +5.0465e-01 -1.3187e+00 -2.4758e+00 -1.7582e-01 -2.2232e+00 -4.6745e+00 +9.7089e-01 -1.4203e+00 +2.6483e+00 +2.6454e+00 +8.6906e-01 +3.3412e+00 -4.0754e+00 -1.9246e+00 +3.7785e+00 +2.8249e+00 +2.1233e+00 +3.1362e+00 -2.8879e+00
2308 +5.708301452e+01 +5.708301452e+01 +1.080630145e+02 +1.080630145e+02 -1.6276e-01 +7.3600e-01 -1.1987e+00 -2.4975e+00 -5.0108e-02 -2.3016e+00 -4.6447e+00 +9.0022e-01 -1.4591e+00 +2.5975e+00 +2.6150e+00 +8.8803e-01 +3.2615e+00 -4.1294e+00 -1.9007e+00 +3.8581e+00 +2.8748e+00 +2.1784e+00 +3.1806e+00 -2.9008e+00
9705 +3.594447210e+01 +3.594447210e+01 +8.692447210e+01 +8.692447210e+01 -2.1003e+00 +2.7275e+00 -4.6580e+00 -2.5010e+00 -1.3169e-02 -2.9226e+00 -5.1701e+00 +2.2066e+00 -1.4423e+00 +1.3212e+00 +3.6766e+00 +1.8756e+00 +1.8847e+00 -3.1405e+00 -1.8906e+00 +3.4272e+00 +4.1121e+00 +1.3790e+00 +2.7556e+00 -3.2211e+00
10289 +2.510449892e+01 +2.510449892e+01 +7.608449892e+01 +7.608449892e+01 -2.1228e+00 +2.7597e+00 -4.5590e+00 -2.4827e+00 -2.8637e-02 -2.9034e+00 -5.1888e+00 +2.1893e+00 -1.4052e+00 +1.3137e+00 +3.6661e+00 +1.8974e+00 +1.8673e+00 -3.1636e+00 -1.9292e+00 +3.4514e+00 +4.1160e+00 +1.3868e+00 +2.7612e+00 -3.2270e+00
191909 +1.542228287e+01 +1.542228287e+01 +6.640228287e+01 +6.640228287e+01 -1.7967e-01 +8.6109e-01 -3.6462e+00 -7.3607e-01 -3.6396e-02 -2.9920e+00 -3.9164e+00 +8.5620e-01 -1.4274e+00 +1.9424e+00 +3.1771e+00 +1.9103e+00 +1.3819e+00 -4.1048e+00 -1.9277e+00 +4.2882e+00 +4.1077e+00 +1.3848e+00 +2.4354e+00 -3.2366e+00
881813 +9.999016009e+00 +9.999016009e+00 +6.097901601e+01 +6.097901601e+01 -1.6056e-01 -9.4090e-01 -3.6390e+00 -2.4921e+00 -2.8667e-02 -3.7311e+00 -3.9157e+00 +1.5778e+00 -7.4899e-01 +1.3243e+00 +2.0615e+00 +1.3700e+00 +1.8620e+00 -3.6543e+00 -1.5165e+00 +4.2984e+00 +3.3115e+00 +1.7993e+00 +2.7638e+00 -3.2242e+00
