% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
803 +5.601025601e+03 +5.601025601e+03 +5.547095601e+03 +5.547095601e+03 +1.6139e+00 -2.4993e-01 +2.2998e-02 +1.8618e+00 -7.0580e-01 -1.3707e+00 +9.8826e-01 -2.2178e+00 -3.3649e+00 +1.9909e+00 +3.0291e+00 -1.4924e+00 -1.6154e+00 -1.1010e+00 -1.1708e+00 -4.0009e-01 +2.2571e+00 -6.4933e-01 +2.3218e+00 +1.8531e+00
1103 +2.707305470e+03 +2.707305470e+03 +2.653375470e+03 +2.653375470e+03 -1.9260e+00 +1.1081e+00 -5.4825e-01 +8.4062e-01 -1.4891e+00 +2.1385e+00 +1.9316e+00 -2.4434e+00 +6.8060e-01 +2.7673e+00 -1.8771e-01 +1.9172e+00 -3.0637e+00 +1.1367e+00 -1.6109e+00 +1.4337e+00 +2.7047e+00 -4.7620e-01 +1.9708e+00 +2.2252e+00
1204 +1.791128256e+03 +1.791128256e+03 +1.737198256e+03 +1.737198256e+03 +9.7572e-02 -7.9843e-01 +9.4027e-01 -3.7103e+00 +9.5264e-01 +3.7699e+00 -1.1535e+00 -1.3825e+00 -1.4038e+00 +2.2228e+00 -1.2401e-01 +1.5424e+00 -1.9723e+00 +5.7511e-02 +9.0156e-02 +2.5079e+00 +2.0408e+00 -9.9979e-01 +1.7300e+00 +6.1040e-01
1401 +8.179614184e+02 +8.179614184e+02 +7.640314184e+02 +7.640314184e+02 -6.5973e-01 -7.9843e-01 -4.1440e-01 -1.4698e-02 -1.5710e+00 +3.3075e+00 -7.8581e-01 -1.3825e+00 -5.6986e-01 +2.2228e+00 -1.2401e-01 +7.0440e-02 -1.9723e+00 +5.7511e-02 -3.6962e-01 +2.5079e+00 +2.1819e+00 -1.0930e+00 +1.7300e+00 +6.1040e-01
1802 +3.676383881e+02 +3.676383881e+02 +3.137083881e+02 +3.137083881e+02 -2.1504e+00 +1.1718e-01 +3.2340e-01 +2.6393e-01 -2.9697e+00 +1.2430e+00 -2.5979e-01 +7.3918e-01 -8.3920e-01 +2.4338e-01 +2.6432e+00 -1.3645e-01 -1.1946e+00 +8.2001e-02 -1.5678e+00 +1.4597e+00 +1.6842e+00 -8.9097e-01 +2.4614e+00 +2.0246e+00
1827 +1.232364526e+02 +1.232364526e+02 +6.930645260e+01 +6.930645260e+01 +8.4835e-01 +6.2694e-01 +1.1379e-02 -2.9639e+00 -1.0767e+00 +1.5325e-01 +1.6794e-01 -2.3948e+00 +8.2794e-01 +2.1257e+00 +1.3691e+00 +1.5853e+00 -2.6395e+00 -2.2668e+00 -1.1663e-01 +7.9790e-01 +2.4427e+00 -1.6472e+00 +1.5044e+00 +7.3882e-01
2001 +5.867505323e+00 +5.867505323e+00 -4.806249468e+01 -4.806249468e+01 -1.8429e+00 +1.0642e+00 +1.5217e+00 -3.3999e+00 -1.8354e+00 +4.6232e-01 +1.1033e+00 -6.6879e-01 -1.1761e-01 +1.6839e+00 +8.8422e-01 +6.4953e-01 -7.5118e-01 -1.9737e+00 -1.0192e+00 +5.1532e-01 +1.9436e+00 -1.0365e+00 +1.9107e+00 +2.0850e+00
2109 +3.975582657e+00 +3.975582657e+00 -4.995441734e+01 -4.995441734e+01 -1.4863e+00 +6.9631e-01 -1.1152e+00 +2.9334e-01 +2.9417e-01 +6.6542e-01 +9.9989e-01 -1.1060e+00 -2.3841e+00 +1.1534e+00 +1.4407e+00 +4.2008e-01 -7.3251e-01 -1.3808e+00 -2.4607e+00 +8.8977e-01 +1.9003e+00 -2.1249e+00 +1.6879e+00 +1.9755e+00
7601 +2.400244432e+00 +2.400244432e+00 -5.152975557e+01 -5.152975557e+01 -5.5944e-01 -9.3491e-01 -9.7313e-01 -6.3386e-01 -2.4672e+00 +1.9920e+00 +1.3462e+00 -1.5576e+00 +5.8781e-02 +2.6593e+00 +6.7855e-01 +2.3673e+00 -1.5226e+00 -1.0562e+00 -7.8824e-01 +1.6983e+00 +2.1028e+00 -2.1167e+00 +1.5973e+00 +1.0802e+00
28001 +1.581750651e+00 +1.581750651e+00 -5.234824935e+01 -5.234824935e+01 -3.0017e-02 +2.6065e+00 +1.3831e+00 -2.9058e+00 +2.7038e-01 +2.5880e+00 +1.2778e+00 -2.4242e+00 +1.4664e-01 +2.0605e+00 +2.1721e+00 +2.1615e+00 -7.1182e-01 -3.6809e-01 -2.0896e+00 +2.1151e+00 +2.1539e+00 -2.1060e+00 +2.0746e+00 +2.1555e+00
45001 +9.998466577e-01 +9.998466577e-01 -5.293015334e+01 -5.293015334e+01 -1.0242e+00 +2.4023e+00 +1.1724e+00 -2.9680e+00 -1.9537e+00 +4.6736e-01 +2.4516e+00 -1.9750e+00 -2.0737e+00 +1.4518e+00 +2.3476e+00 +2.1171e+00 -1.2559e+00 -7.0357e-01 -2.4674e+00 +2.0600e+00 +2.1372e+00 -2.0561e+00 +2.1338e+00 +2.0998e+00
87501 +6.272744476e-01 +6.272744476e-01 -5.330272555e+01 -5.330272555e+01 -2.1327e+00 +2.1180e+00 -1.1475e+00 -2.3847e+00 -1.9893e+00 +2.1076e+00 -4.6551e-01 -2.7671e+00 -2.0394e+00 +2.1031e+00 +2.1456e+00 +1.5145e+00 -2.2941e+00 -1.5772e+00 -2.2046e+00 +6.5672e-01 +2.4718e+00 -1.9957e+00 +2.1325e+00 +2.0989e+00
141901 +3.764910149e-01 +3.764910149e-01 -5.355350899e+01 -5.355350899e+01 -2.1264e+00 +2.0443e+00 +1.0241e+00 -2.8756e+00 -1.9057e+00 +2.1563e+00 +2.0029e+00 -2.1250e+00 -1.0216e+00 +2.3571e+00 +2.0428e+00 +2.1184e+00 -2.1116e+00 -2.0828e+00 -2.1030e+00 +6.6310e-01 +2.4767e+00 -2.0060e+00 +2.1343e+00 +2.0961e+00
232501 +2.378036551e-01 +2.378036551e-01 -5.369219634e+01 -5.369219634e+01 -2.1068e+00 +1.0785e+00 -2.3419e+00 -2.0821e+00 -2.1025e+00 +2.0870e+00 +2.1178e+00 -2.0806e+00 -2.1344e+00 +2.0207e+00 +2.1279e+00 +2.0556e+00 -2.1353e+00 -2.0853e+00 -2.1238e+00 +2.0676e+00 +2.1491e+00 -2.1042e+00 +2.0878e+00 +2.1037e+00
254101 +1.583381598e-01 +1.583381598e-01 -5.377166184e+01 -5.377166184e+01 -2.1068e+00 +1.0785e+00 -2.3419e+00 -2.0821e+00 -2.1025e+00 +2.0870e+00 +2.1178e+00 -2.0987e+00 -2.1344e+00 +2.0704e+00 +2.1279e+00 +2.0556e+00 -2.1353e+00 -2.0853e+00 -2.1238e+00 +2.0881e+00 +2.1103e+00 -2.1049e+00 +2.0992e+00 +2.1037e+00
456901 +9.024564949e-02 +9.024564949e-02 -5.383975435e+01 -5.383975435e+01 -2.1053e+00 +2.1028e+00 -2.0916e+00 -2.1176e+00 -2.1145e+00 +2.0968e+00 +1.9764e+00 -2.1034e+00 -2.1061e+00 +2.1040e+00 +2.1051e+00 +2.1046e+00 -2.1062e+00 -2.1044e+00 -2.1039e+00 +2.1094e+00 +2.1072e+00 -2.1041e+00 +2.1040e+00 +2.1051e+00
470601 +6.430950934e-03 +6.430950934e-03 -5.392356905e+01 -5.392356905e+01 -2.1053e+00 +2.1028e+00 -2.0916e+00 -2.1176e+00 -2.1145e+00 +2.1257e+00 +2.1180e+00 -2.1034e+00 -2.1061e+00 +2.1040e+00 +2.1051e+00 +2.1046e+00 -2.1062e+00 -2.1044e+00 -2.1035e+00 +2.1094e+00 +2.1066e+00 -2.1041e+00 +2.1040e+00 +2.1051e+00
474401 +6.246068344e-03 +6.246068344e-03 -5.392375393e+01 -5.392375393e+01 -2.1053e+00 +2.1028e+00 -2.0916e+00 -2.1176e+00 -2.1145e+00 +2.1257e+00 +2.1172e+00 -2.1034e+00 -2.1061e+00 +2.1040e+00 +2.1051e+00 +2.1046e+00 -2.1044e+00 -2.1044e+00 -2.1035e+00 +2.1094e+00 +2.1066e+00 -2.1041e+00 +2.1040e+00 +2.1051e+00
494701 +2.516240388e-03 +2.516240388e-03 -5.392748376e+01 -5.392748376e+01 -2.1053e+00 +2.1040e+00 -2.0916e+00 -2.1176e+00 -2.1127e+00 +2.1137e+00 +2.1061e+00 -2.1034e+00 -2.1061e+00 +2.1040e+00 +2.1051e+00 +2.1046e+00 -2.1044e+00 -2.1044e+00 -2.1035e+00 +2.1094e+00 +2.1066e+00 -2.1041e+00 +2.1040e+00 +2.1051e+00
498001 +1.985893680e-03 +1.985893680e-03 -5.392801411e+01 -5.392801411e+01 -2.1053e+00 +2.1040e+00 -2.0916e+00 -2.1176e+00 -2.1127e+00 +2.1064e+00 +2.1061e+00 -2.1034e+00 -2.1061e+00 +2.1040e+00 +2.1051e+00 +2.1046e+00 -2.1044e+00 -2.1044e+00 -2.1035e+00 +2.1094e+00 +2.1066e+00 -2.1041e+00 +2.1040e+00 +2.1051e+00
523201 +1.552710015e-03 +1.552710015e-03 -5.392844729e+01 -5.392844729e+01 -2.1051e+00 +2.1040e+00 -2.1000e+00 -2.1176e+00 -2.1127e+00 +2.1064e+00 +2.1061e+00 -2.1034e+00 -2.1061e+00 +2.1040e+00 +2.1051e+00 +2.1046e+00 -2.1044e+00 -2.1044e+00 -2.1035e+00 +2.1094e+00 +2.1053e+00 -2.1041e+00 +2.1040e+00 +2.1051e+00
565401 +5.422466583e-04 +5.422466583e-04 -5.392945775e+01 -5.392945775e+01 -2.1042e+00 +2.1070e+00 -2.1000e+00 -2.1052e+00 -2.1127e+00 +2.1064e+00 +2.1061e+00 -2.1044e+00 -2.1061e+00 +2.1040e+00 +2.1051e+00 +2.1046e+00 -2.1044e+00 -2.1044e+00 -2.1035e+00 +2.1032e+00 +2.1053e+00 -2.1041e+00 +2.1040e+00 +2.1051e+00
612901 +3.608202970e-04 +3.608202970e-04 -5.392963918e+01 -5.392963918e+01 -2.1043e+00 +2.1070e+00 -2.1000e+00 -2.1052e+00 -2.1102e+00 +2.1064e+00 +2.1051e+00 -2.1044e+00 -2.1061e+00 +2.1040e+00 +2.1051e+00 +2.1046e+00 -2.1049e+00 -2.1048e+00 -2.1036e+00 +2.1032e+00 +2.1053e+00 -2.1041e+00 +2.1040e+00 +2.1051e+00
680401 +1.191761355e-04 +1.191761355e-04 -5.392988082e+01 -5.392988082e+01 -2.1045e+00 +2.1063e+00 -2.1010e+00 -2.1046e+00 -2.1053e+00 +2.1064e+00 +2.1051e+00 -2.1044e+00 -2.1051e+00 +2.1050e+00 +2.1051e+00 +2.1046e+00 -2.1049e+00 -2.1048e+00 -2.1050e+00 +2.1060e+00 +2.1053e+00 -2.1050e+00 +2.1040e+00 +2.1051e+00
698201 +8.218485615e-05 +8.218485615e-05 -5.392991782e+01 -5.392991782e+01 -2.1046e+00 +2.1062e+00 -2.1025e+00 -2.1046e+00 -2.1053e+00 +2.1064e+00 +2.1051e+00 -2.1044e+00 -2.1051e+00 +2.1050e+00 +2.1051e+00 +2.1046e+00 -2.1049e+00 -2.1048e+00 -2.1050e+00 +2.1060e+00 +2.1053e+00 -2.1050e+00 +2.1052e+00 +2.1051e+00
736001 +3.834556405e-05 +3.834556405e-05 -5.392996165e+01 -5.392996165e+01 -2.1044e+00 +2.1062e+00 -2.1030e+00 -2.1046e+00 -2.1053e+00 +2.1064e+00 +2.1051e+00 -2.1044e+00 -2.1051e+00 +2.1050e+00 +2.1051e+00 +2.1046e+00 -2.1049e+00 -2.1048e+00 -2.1050e+00 +2.1051e+00 +2.1051e+00 -2.1050e+00 +2.1046e+00 +2.1051e+00
789301 +2.300405760e-05 +2.300405760e-05 -5.392997700e+01 -5.392997700e+01 -2.1045e+00 +2.1062e+00 -2.1030e+00 -2.1046e+00 -2.1053e+00 +2.1040e+00 +2.1051e+00 -2.1044e+00 -2.1051e+00 +2.1050e+00 +2.1051e+00 +2.1047e+00 -2.1049e+00 -2.1048e+00 -2.1050e+00 +2.1051e+00 +2.1047e+00 -2.1050e+00 +2.1046e+00 +2.1051e+00
861501 +1.109248109e-05 +1.109248109e-05 -5.392998891e+01 -5.392998891e+01 -2.1046e+00 +2.1051e+00 -2.1056e+00 -2.1046e+00 -2.1053e+00 +2.1040e+00 +2.1051e+00 -2.1044e+00 -2.1051e+00 +2.1050e+00 +2.1051e+00 +2.1047e+00 -2.1049e+00 -2.1048e+00 -2.1050e+00 +2.1051e+00 +2.1047e+00 -2.1050e+00 +2.1046e+00 +2.1049e+00
955501 +9.000653876e-06 +9.000653876e-06 -5.392999100e+01 -5.392999100e+01 -2.1049e+00 +2.1048e+00 -2.1049e+00 -2.1046e+00 -2.1053e+00 +2.1040e+00 +2.1051e+00 -2.1044e+00 -2.1051e+00 +2.1050e+00 +2.1051e+00 +2.1047e+00 -2.1049e+00 -2.1048e+00 -2.1050e+00 +2.1051e+00 +2.1047e+00 -2.1050e+00 +2.1046e+00 +2.1049e+00
999501 +5.585324331e-06 +5.585324331e-06 -5.392999441e+01 -5.392999441e+01 -2.1049e+00 +2.1048e+00 -2.1049e+00 -2.1048e+00 -2.1053e+00 +2.1049e+00 +2.1051e+00 -2.1044e+00 -2.1051e+00 +2.1050e+00 +2.1051e+00 +2.1047e+00 -2.1049e+00 -2.1048e+00 -2.1050e+00 +2.1051e+00 +2.1047e+00 -2.1050e+00 +2.1047e+00 +2.1049e+00
% function evaluation | noise-free fitness - Fopt (5.623000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.095404767e+05 +1.095404767e+05 +1.095967067e+05 +1.095967067e+05 -4.6735e+00 +4.1383e+00 -1.1337e+00 +3.4427e+00 +1.1881e+00 -3.0825e+00 +3.5471e+00 -3.7507e+00 +3.0257e+00 -8.4711e-01 -2.4892e+00 +4.0340e+00 +6.9688e-01 -1.8371e+00 +2.1276e+00 +1.4089e+00 +8.0028e-01 -4.9036e+00 +4.6435e+00 +5.2784e-01
9 +5.848382345e+04 +5.848382345e+04 +5.854005345e+04 +5.854005345e+04 -7.4373e-01 +3.1536e+00 +2.3203e+00 +2.6162e+00 -1.2210e+00 +4.0919e+00 -2.9970e-01 -1.5755e+00 +5.0375e-01 +4.7296e+00 +1.4499e+00 +3.2690e+00 -2.2231e+00 +3.6951e+00 +4.4660e+00 +2.4011e+00 -5.8848e-01 -6.2515e-01 +8.0546e-01 +3.5351e-01
42 +3.809545073e+04 +3.809545073e+04 +3.815168073e+04 +3.815168073e+04 -5.0943e-01 +4.8548e+00 -2.5294e+00 +9.1411e-01 -1.6982e+00 -2.6252e+00 -1.0638e+00 +2.5863e+00 -1.4018e+00 +4.4819e+00 +2.8305e-01 +1.7405e+00 -3.8507e+00 +4.5689e+00 +6.2694e-01 +8.7373e-01 +2.7048e+00 +4.7876e-01 +1.3280e+00 -5.4952e-01
146 +2.433130181e+04 +2.433130181e+04 +2.438753181e+04 +2.438753181e+04 +1.0973e+00 +1.8327e+00 +3.2503e+00 +3.9302e+00 +2.7884e+00 +1.3861e+00 -1.1642e+00 -3.1278e+00 -1.8794e-01 -1.2186e+00 -2.1006e+00 -1.5322e-01 -2.1110e+00 -2.5674e+00 +2.2061e-01 +1.0438e+00 -2.0502e-01 -2.3187e+00 +1.6465e+00 +9.1420e-02
201 +1.233039289e+04 +1.233039289e+04 +1.238662289e+04 +1.238662289e+04 -2.0598e+00 +2.8038e+00 +3.2503e+00 +2.9239e+00 +2.7884e+00 -1.9076e-01 -1.1642e+00 -2.4286e+00 -1.8794e-01 -1.2186e+00 -2.3308e-01 +2.0943e+00 -1.2616e+00 +1.2707e-01 +2.2061e-01 +6.9362e-01 +1.3826e+00 -8.4451e-01 +2.5631e+00 -2.1926e-01
502 +2.064991904e+03 +2.064991904e+03 +2.121221904e+03 +2.121221904e+03 +1.3288e+00 +2.5362e+00 -1.8415e+00 -1.1409e+00 -9.8520e-02 -1.1409e+00 +8.5678e-01 -4.7635e-01 -1.8605e+00 +3.3079e+00 +1.3465e+00 -1.4716e-01 -1.7534e+00 +1.2270e+00 +1.1422e+00 +2.3934e+00 +2.0668e+00 -2.3504e+00 +5.7428e-01 -1.2585e+00
1206 +1.299720713e+03 +1.299720713e+03 +1.355950713e+03 +1.355950713e+03 -5.0457e-01 +2.2551e+00 +2.1285e+00 +2.5767e-01 +1.1355e-01 +7.1264e-01 +4.6080e-01 -3.1231e+00 +8.0305e-01 +1.3000e+00 -2.1074e+00 -1.6353e+00 -1.9711e+00 +5.9646e-02 +1.2443e+00 +5.5836e-01 +1.6490e+00 -2.0207e+00 +1.6484e+00 -2.1926e-01
1402 +4.319536209e+02 +4.319536209e+02 +4.881836209e+02 +4.881836209e+02 -2.4635e+00 +5.5099e-01 -1.6345e-01 +6.0346e-01 -1.8980e-01 -5.1078e-01 +4.2048e-01 -2.4453e+00 +8.3040e-01 +1.6996e+00 -1.8591e-01 -1.8004e+00 -1.9941e+00 -1.0144e-01 +8.9832e-01 +1.4836e+00 +7.0811e-01 -1.8877e+00 +2.2906e+00 -2.9016e-01
1516 +3.542769648e+02 +3.542769648e+02 +4.105069648e+02 +4.105069648e+02 +3.7545e-01 +5.2103e-01 +7.0213e-01 +1.5380e-01 -1.1163e+00 -4.2144e-01 +7.3554e-01 -1.2743e+00 +5.7261e-02 +1.6201e+00 +7.1976e-01 -2.1732e+00 -2.0405e+00 +1.0253e+00 +1.9704e+00 +2.3812e+00 +1.2652e+00 -5.1064e-01 +2.1570e+00 -1.1556e+00
1702 +2.030649486e+02 +2.030649486e+02 +2.592949486e+02 +2.592949486e+02 +3.7545e-01 +5.3465e-01 +7.0213e-01 +1.5380e-01 -1.1163e+00 -4.2144e-01 +7.3554e-01 -1.5821e+00 +5.7261e-02 +1.6543e+00 +6.4647e-01 -2.1495e+00 -2.0405e+00 +9.8658e-01 +1.7470e+00 +1.8521e+00 +1.5404e+00 -4.9917e-01 +2.0749e+00 -1.1556e+00
1744 +1.488927611e+02 +1.488927611e+02 +2.051227611e+02 +2.051227611e+02 +1.1223e+00 +8.9786e-01 +1.8436e-01 -8.3631e-01 +8.8955e-01 +7.1000e-01 +9.4621e-01 -1.8493e+00 -2.2454e+00 +5.5843e-02 -4.9905e-01 -2.5489e-01 -6.0028e-02 +7.4930e-01 +2.3059e+00 +1.5202e+00 +2.0360e+00 -1.3698e+00 +1.0833e+00 -1.6155e+00
1815 +1.169965813e+01 +1.169965813e+01 +6.792965813e+01 +6.792965813e+01 +6.8556e-01 +2.9241e+00 +2.1753e-01 -1.1409e+00 -1.6361e+00 +3.0898e-01 +9.1988e-01 -1.8302e+00 -8.6036e-01 +2.4712e+00 +5.5291e-01 -7.3869e-01 -2.0324e+00 +2.2194e+00 +1.1381e+00 +2.1952e+00 +1.1045e+00 -2.3504e+00 +1.4289e+00 -1.5080e+00
1907 +4.198856977e+00 +4.198856977e+00 +6.042885698e+01 +6.042885698e+01 -1.9846e+00 -6.6678e-02 -1.1860e+00 +7.1573e-02 +8.4366e-01 +1.2206e+00 +4.8909e-02 -2.2667e-01 -5.2855e-01 +1.9833e+00 -1.6285e+00 -2.3637e+00 -6.0643e-01 +1.0768e+00 +1.1560e+00 +2.3877e+00 +1.2455e+00 -9.6445e-01 +1.5963e+00 -1.0104e+00
2304 +3.950642687e+00 +3.950642687e+00 +6.018064269e+01 +6.018064269e+01 +2.5053e-01 +1.4297e+00 -3.0546e-01 +8.1678e-01 -9.5785e-01 +1.6111e+00 +6.2992e-01 -1.8150e+00 -3.9607e-01 +1.1946e+00 -1.4397e-01 -2.0294e+00 -1.4438e+00 +7.2851e-01 +1.2993e+00 +1.0711e+00 +1.6326e+00 -1.0915e+00 +2.3427e+00 -1.8020e+00
11241 +2.459839775e+00 +2.459839775e+00 +5.868983978e+01 +5.868983978e+01 +2.0368e+00 -3.8990e-01 +3.2213e-01 +1.6321e+00 +4.5832e-01 +1.3989e+00 +8.9167e-01 -2.4372e+00 -1.8408e-01 +1.9395e+00 -2.0644e+00 -6.8546e-01 -6.4847e-01 +1.9626e+00 +2.1340e+00 +8.6077e-01 +1.1155e+00 -2.3785e+00 +1.6730e+00 -1.8871e+00
27602 +1.584887222e+00 +1.584887222e+00 +5.781488722e+01 +5.781488722e+01 -1.7191e+00 -3.2657e-01 -4.0576e-01 +2.6278e+00 +8.0209e-01 +8.7378e-01 +2.4322e+00 -1.9559e+00 -1.5738e+00 +1.6530e+00 -2.2174e+00 -1.9785e+00 -2.1677e+00 +1.4009e+00 +7.5839e-01 +1.9933e+00 +1.7348e+00 -2.1684e+00 +2.0769e+00 -2.1348e+00
55001 +9.702051253e-01 +9.702051253e-01 +5.720020513e+01 +5.720020513e+01 +2.1474e+00 +1.0436e+00 -8.4657e-01 -8.5745e-02 +1.9582e-01 -1.5838e-02 +1.2209e-01 -1.8568e+00 +9.6549e-03 +2.6205e+00 -1.9903e+00 -2.2230e+00 -2.0894e+00 +2.1400e+00 +2.1211e+00 +2.1409e+00 +2.0532e+00 -2.0955e+00 +2.0786e+00 -1.8120e+00
96901 +6.155683073e-01 +6.155683073e-01 +5.684556831e+01 +5.684556831e+01 +2.1327e+00 +1.0436e+00 -8.4657e-01 -8.5745e-02 +1.9582e-01 -1.5838e-02 +2.6545e+00 -1.9304e+00 +9.6549e-03 +2.6295e+00 -1.9903e+00 -2.0961e+00 -2.0894e+00 +2.1400e+00 +2.0911e+00 +2.1409e+00 +2.1380e+00 -2.0955e+00 +2.1018e+00 -2.1533e+00
227501 +3.972187611e-01 +3.972187611e-01 +5.662721876e+01 +5.662721876e+01 +2.1036e+00 +2.1084e+00 +2.0915e+00 +2.1702e+00 -2.1261e+00 +1.2718e+00 -1.4674e-01 -2.6609e+00 -1.9726e+00 +1.4972e+00 -2.2672e+00 -2.0633e+00 -2.1088e+00 +2.1117e+00 +2.1260e+00 +6.4103e-01 +2.4928e+00 -2.0140e+00 +2.1387e+00 -2.0972e+00
396603 +2.143383188e-01 +2.143383188e-01 +5.644433832e+01 +5.644433832e+01 +2.1044e+00 +2.1052e+00 +2.1048e+00 +2.1014e+00 -2.1066e+00 +2.0913e+00 +2.1008e+00 -2.0615e+00 +1.1451e-01 +5.6236e-01 -2.4566e+00 -2.0009e+00 -2.1351e+00 +2.1141e+00 +2.1194e+00 +2.1056e+00 +7.4147e-01 -2.4411e+00 +2.0310e+00 -2.1223e+00
% function evaluation | noise-free fitness - Fopt (1.113000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.147825650e+05 +2.147825650e+05 +2.147936950e+05 +2.147936950e+05 -1.3467e+00 -1.4495e+00 +2.4855e+00 +2.2980e+00 -1.7243e+00 -2.1866e+00 -2.7049e+00 -2.8574e+00 +4.0015e+00 -4.0143e+00 +2.1370e+00 +2.0514e+00 +4.7016e+00 +4.6235e-01 +1.8014e+00 +2.2772e+00 -1.7377e+00 +1.4920e-02 +1.4931e+00 -4.1885e+00
3 +1.508368174e+05 +1.508368174e+05 +1.508479474e+05 +1.508479474e+05 -3.8086e-01 +1.8137e+00 +3.7900e+00 -1.5894e+00 +6.4252e-01 -3.1637e+00 +4.1278e+00 -3.8055e+00 +3.9979e+00 +4.3821e+00 +9.3935e-01 +3.5218e-01 +4.1353e+00 -6.0845e-01 -2.0754e+00 +1.9129e+00 -2.9108e-01 +4.5505e-01 +3.2303e+00 +1.2772e+00
8 +7.708294483e+04 +7.708294483e+04 +7.709407483e+04 +7.709407483e+04 +1.4019e+00 +1.7930e+00 -2.9695e+00 -8.5614e-01 +3.2804e+00 -4.9757e+00 -4.0112e+00 -5.9662e-01 -3.3642e+00 +8.2397e-01 -3.4894e-01 -3.8427e+00 +3.3674e+00 +4.8786e+00 -3.8423e+00 +2.6795e+00 -3.7943e+00 -4.5378e-02 +1.9810e-01 +3.7716e+00
9 +5.338370424e+04 +5.338370424e+04 +5.339483424e+04 +5.339483424e+04 +9.1036e-01 +2.0989e-01 -1.0153e+00 -2.2976e+00 -2.9705e+00 -1.1058e+00 -2.1589e+00 +1.0345e+00 -3.2326e+00 -3.9128e+00 -1.4516e+00 -7.7323e-01 +3.0963e-02 +1.2179e+00 -4.3115e+00 -1.4358e+00 -1.0359e+00 +1.3536e+00 -1.5280e+00 +4.5900e+00
101 +2.972027328e+04 +2.972027328e+04 +2.973140328e+04 +2.973140328e+04 -3.5119e+00 -1.2374e+00 -2.6157e+00 -3.1852e+00 +5.4771e+00 -2.4380e+00 +1.4501e+00 +1.8447e+00 -1.0671e+00 -3.0846e+00 +6.3513e-01 +6.2697e-01 +4.0853e+00 +1.1720e+00 +1.6917e+00 +1.1731e+00 -9.9309e-01 -3.2600e+00 -1.4126e+00 +2.3598e+00
471 +2.311660392e+04 +2.311660392e+04 +2.312773392e+04 +2.312773392e+04 -1.7262e+00 +1.1539e-01 +3.1767e-01 -4.1905e+00 +1.7334e+00 +2.0631e+00 +4.0361e+00 -1.1526e-01 +3.3328e+00 -2.8260e+00 +2.4065e+00 +7.9943e-01 -9.1262e-01 -6.3445e-01 -1.7412e+00 -4.0021e-01 -2.4216e+00 -1.9376e+00 +3.7227e-01 +5.8102e-01
663 +1.450626280e+04 +1.450626280e+04 +1.451739280e+04 +1.451739280e+04 -1.8240e+00 +3.9108e+00 -1.6732e+00 -4.9458e+00 -3.0994e-01 +8.2130e-01 -6.7627e-01 -7.3653e-01 -3.8238e+00 -3.6486e-01 +4.1961e+00 -2.0479e+00 +3.0531e+00 -4.7055e-01 -1.4756e-01 -3.0865e-01 -1.7735e+00 -3.4283e-01 -2.6722e+00 +2.0960e+00
813 +8.042327960e+03 +8.042327960e+03 +8.053457960e+03 +8.053457960e+03 -1.2310e+00 +1.1539e-01 +3.1767e-01 -4.1905e+00 +1.7334e+00 +2.0631e+00 +4.0361e+00 -1.1526e-01 -2.3232e+00 -2.8260e+00 +2.1946e+00 +9.7217e-01 +2.9573e+00 -6.3445e-01 -1.7412e+00 +2.8645e+00 -2.4216e+00 -1.9376e+00 +4.4093e-01 +3.2237e+00
928 +5.245887717e+03 +5.245887717e+03 +5.257017717e+03 +5.257017717e+03 -2.5674e+00 -2.9461e+00 -1.5945e+00 -3.6540e+00 -2.2337e+00 -2.3918e+00 -3.3309e-01 +1.5526e+00 +2.3397e+00 +5.3941e-02 -4.4323e-01 -1.8890e+00 +2.5198e+00 +1.4861e-01 -3.0370e+00 +2.0744e+00 -2.5523e+00 -1.7787e+00 -7.7238e-01 +9.4492e-01
1202 +3.090682363e+03 +3.090682363e+03 +3.101812363e+03 +3.101812363e+03 +1.1140e+00 +1.4106e+00 -1.4214e-01 +1.4160e-01 +2.9825e+00 +4.1141e-01 +2.9132e+00 -1.9681e+00 -3.6109e+00 -1.5918e+00 +2.8577e+00 -2.6579e-01 +2.7326e+00 -6.3361e-02 +1.6044e-01 +2.3338e+00 -9.3556e-01 -2.5536e+00 -5.3554e-01 +3.0400e+00
1207 +1.421042881e+03 +1.421042881e+03 +1.432172881e+03 +1.432172881e+03 -7.2951e-01 -8.1764e-01 +1.6873e+00 +1.6911e+00 +4.3868e+00 -1.3206e+00 +7.5713e-01 -6.0444e-01 -5.7774e-01 -1.1248e+00 +2.8175e+00 +3.3676e-01 +2.2130e+00 -1.6256e+00 -2.4452e+00 +8.8688e-01 -8.1453e-01 -2.1450e+00 -1.9624e+00 +2.4737e+00
