% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1701 +1.826954238e+02 +1.826954238e+02 -3.638045762e+02 -3.638045762e+02 +4.1526e-01 +5.0496e-01 -1.6027e-01 +2.6336e-01 +2.1427e+00 -6.9108e-01 +2.6139e-01 +1.2782e+00 -8.4197e-01 +6.1808e-02 +1.9043e+00 -5.5168e-01 +2.2365e+00 -2.3248e-01 +2.7206e+00 -1.2136e+00 +7.4244e-01 -2.2558e+00 -1.5566e+00 +2.0876e+00
2120 +9.415490766e+01 +9.415490766e+01 -4.523450923e+02 -4.523450923e+02 -1.2558e-01 +2.7648e+00 +2.2518e+00 +5.8154e-01 +6.2667e-01 +5.3565e-01 +1.7196e-01 +3.2412e+00 -6.3496e-01 +1.6635e+00 +5.7796e-01 +9.6415e-01 +2.1249e+00 -1.1122e+00 +1.3325e+00 -1.1689e+00 +1.0031e+00 -1.2801e+00 -9.8107e-01 +2.1791e+00
2153 +4.435770874e+01 +4.435770874e+01 -5.021422913e+02 -5.021422913e+02 +2.3850e+00 -3.8303e-01 +3.4419e-01 +1.0720e+00 +5.7668e-01 -4.9699e-01 -2.1100e-01 +1.1251e-01 +5.0079e-02 +1.5781e+00 +1.1088e+00 +7.0336e-01 +1.8070e+00 -1.3217e+00 +1.9995e+00 -1.7551e-01 +1.8432e+00 -9.2897e-01 -2.1004e+00 +5.8706e-01
2239 +1.263449552e+01 +1.263449552e+01 -5.338655045e+02 -5.338655045e+02 -2.3695e-01 +8.4773e-01 -1.3658e+00 +3.2693e-01 +1.4573e+00 +1.2411e+00 -2.2800e+00 +7.8421e-02 +4.5789e-02 +1.2256e+00 +8.1069e-01 +5.9160e-01 +2.2018e+00 -1.5158e+00 +9.9941e-01 -2.2733e+00 +9.5435e-01 -1.4117e+00 -2.2152e+00 +7.9601e-01
2347 +6.165010986e+00 +6.165010986e+00 -5.403349890e+02 -5.403349890e+02 +1.4011e+00 +2.7766e-01 +1.0054e-01 +1.6067e-01 +2.7347e+00 +9.8520e-01 -6.6032e-01 +6.3465e-01 -6.2218e-01 +1.3375e+00 +1.2817e-01 +3.8740e-01 +2.4403e+00 -1.4735e+00 +1.0276e+00 -1.6968e+00 +9.8248e-01 -8.1438e-01 -8.5581e-01 +1.3240e+00
2523 +3.952965554e+00 +3.952965554e+00 -5.425470344e+02 -5.425470344e+02 +8.4783e-02 +9.3570e-02 +1.7372e+00 -1.1962e+00 +1.3675e+00 -1.6670e-01 -2.5504e+00 -1.2688e-01 -1.2753e-01 +5.6866e-02 +1.6782e+00 +9.0270e-01 +2.2396e+00 -1.5545e+00 +2.0986e+00 -1.0616e+00 +1.8755e+00 -1.2816e+00 -1.2761e+00 +1.1911e+00
9802 +2.380013117e+00 +2.380013117e+00 -5.441199869e+02 -5.441199869e+02 +1.4722e+00 +9.3294e-01 +2.4712e+00 -1.4163e-01 +1.5385e+00 -1.3304e+00 -2.3094e+00 +2.0336e+00 -5.9127e-01 +4.4680e-01 +1.2324e+00 +7.7235e-01 +2.4456e+00 -1.5278e+00 +1.7742e+00 -2.1639e+00 +1.5354e+00 -2.2412e+00 -2.0837e+00 +1.7126e+00
19301 +1.565418432e+00 +1.565418432e+00 -5.449345816e+02 -5.449345816e+02 -1.9846e+00 +1.9239e+00 -9.9960e-01 -1.3843e+00 +8.2099e-01 -1.5378e+00 -1.5357e+00 +2.1257e+00 -2.0732e+00 +8.2289e-01 +2.3977e+00 +1.8993e-01 +2.5728e+00 -3.9455e-01 +2.5509e+00 -1.9754e+00 +1.0729e+00 -2.3313e+00 -2.0531e+00 +2.0582e+00
50501 +9.444245804e-01 +9.444245804e-01 -5.455555754e+02 -5.455555754e+02 -2.0628e+00 -3.3111e-01 +1.6904e+00 -2.2219e+00 -8.0310e-01 -1.4945e-01 -2.5605e+00 +1.9712e+00 -2.1458e+00 +2.0549e+00 +2.1471e+00 +2.1150e+00 +4.1276e-01 -2.4661e+00 +2.0010e+00 -7.1217e-01 +2.5011e+00 -1.6551e+00 -2.2514e+00 +2.0212e+00
96001 +6.246690514e-01 +6.246690514e-01 -5.458753309e+02 -5.458753309e+02 -2.1217e+00 +2.0645e+00 +2.0742e+00 -2.0837e+00 +2.0576e+00 +5.2316e-01 -1.9811e+00 +2.1436e+00 -2.1090e+00 +2.1351e+00 +2.1044e+00 +2.0936e+00 +1.2644e+00 -2.2878e+00 +1.5799e+00 -2.2344e+00 +2.0582e+00 -1.7257e+00 -2.2036e+00 +2.0853e+00
176102 +2.633256125e-01 +2.633256125e-01 -5.462366744e+02 -5.462366744e+02 -2.0197e+00 +2.1069e+00 +2.1113e+00 -2.1102e+00 -7.3169e-01 -2.8137e+00 -1.9027e+00 +2.1749e+00 -1.4049e+00 +2.2739e+00 +2.0661e+00 +2.0974e+00 +2.1133e+00 -2.1093e+00 +2.1038e+00 -2.0745e+00 +2.1057e+00 -2.1372e+00 -2.1333e+00 +2.0980e+00
176901 +2.339191676e-01 +2.339191676e-01 -5.462660808e+02 -5.462660808e+02 -2.0197e+00 +2.1069e+00 +2.1113e+00 -2.1102e+00 -7.3169e-01 -2.8137e+00 -1.9027e+00 +2.1749e+00 -1.4049e+00 +2.2739e+00 +2.0661e+00 +2.0974e+00 +2.1133e+00 -2.1093e+00 +2.1038e+00 -2.0745e+00 +2.1057e+00 -2.0832e+00 -2.1333e+00 +2.0980e+00
686003 +1.324478183e-01 +1.324478183e-01 -5.463675522e+02 -5.463675522e+02 -2.1046e+00 +2.1055e+00 +2.1031e+00 -2.1051e+00 +2.1020e+00 -2.1018e+00 -2.1095e+00 +2.1004e+00 -2.1042e+00 +2.1061e+00 +2.1014e+00 +2.0657e+00 +2.1178e+00 -2.0777e+00 +2.1040e+00 -1.6656e+00 +2.2150e+00 -2.0773e+00 -2.1070e+00 +2.1057e+00
936002 +4.208528032e-02 +4.208528032e-02 -5.464579147e+02 -5.464579147e+02 -2.1046e+00 +2.1060e+00 +2.1010e+00 -2.1082e+00 +2.0181e+00 -2.1214e+00 -2.0515e+00 +2.1145e+00 -2.1023e+00 +2.1050e+00 +2.1053e+00 +2.1045e+00 +2.1049e+00 -2.1038e+00 +2.1060e+00 -2.1015e+00 +2.1057e+00 -2.1043e+00 -2.1049e+00 +2.1049e+00
977601 +3.357911333e-02 +3.357911333e-02 -5.464664209e+02 -5.464664209e+02 -2.1046e+00 +2.1060e+00 +2.1010e+00 -2.1284e+00 +2.0181e+00 -2.1214e+00 -2.1279e+00 +2.1152e+00 -2.1023e+00 +2.1050e+00 +2.1053e+00 +2.1045e+00 +2.1049e+00 -2.1038e+00 +2.1060e+00 -2.1015e+00 +2.1057e+00 -2.1045e+00 -2.1049e+00 +2.1048e+00
993501 +6.498421094e-03 +6.498421094e-03 -5.464935016e+02 -5.464935016e+02 -2.1046e+00 +2.1060e+00 +2.1010e+00 -2.1284e+00 +2.1157e+00 -2.1214e+00 -2.1119e+00 +2.1152e+00 -2.1023e+00 +2.1050e+00 +2.1066e+00 +2.1045e+00 +2.1049e+00 -2.1038e+00 +2.1060e+00 -2.1015e+00 +2.1057e+00 -2.1045e+00 -2.1049e+00 +2.1048e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.267298359e+05 +2.267298359e+05 +2.277298359e+05 +2.277298359e+05 -4.7364e+00 +4.2048e+00 -1.6627e+00 -2.1842e+00 -3.2888e+00 +3.9126e+00 -4.4807e+00 +2.5453e-01 +1.4407e+00 +1.2611e+00 -9.3608e-01 -1.9394e+00 -3.4380e+00 +4.7398e+00 +1.0645e+00 +4.5978e+00 +2.8521e+00 -4.5994e+00 -2.4573e+00 +1.9089e+00
3 +1.375422364e+05 +1.375422364e+05 +1.385422364e+05 +1.385422364e+05 -3.4434e+00 +2.3457e+00 -2.2264e+00 +5.8744e-01 +2.8209e+00 -2.5091e+00 +2.3385e+00 +4.1017e+00 +3.1364e+00 -3.2860e+00 -2.5710e+00 -4.6351e+00 +1.6558e+00 -2.8221e+00 +4.9937e+00 -4.7122e+00 +4.7762e+00 -3.0228e+00 -1.5568e+00 +1.4326e+00
8 +8.604501257e+04 +8.604501257e+04 +8.704501257e+04 +8.704501257e+04 +1.1054e+00 +2.4633e+00 -1.8262e-01 +4.3544e+00 +2.7045e+00 +1.6983e+00 -4.8011e+00 -3.3013e+00 +1.4641e+00 +2.6746e+00 -4.5359e+00 +2.0808e+00 -9.8819e-01 -4.9091e+00 -8.5885e-01 +3.7400e-01 -2.3172e-01 -3.6119e+00 -1.0902e+00 -1.9416e+00
61 +5.204721754e+04 +5.204721754e+04 +5.304721754e+04 +5.304721754e+04 +1.6727e+00 -3.3616e+00 +1.7295e+00 +2.0653e-01 +3.4825e+00 +1.2179e+00 -5.6859e-01 +3.5441e+00 -3.0882e+00 +1.1089e+00 +1.6971e+00 -3.1485e+00 -3.4798e+00 -1.5119e+00 -4.8538e+00 +1.5878e+00 +2.5037e-01 +3.4546e-02 -4.2187e+00 +1.1674e+00
110 +2.873420158e+04 +2.873420158e+04 +2.973420158e+04 +2.973420158e+04 +2.7296e+00 +1.0625e+00 +1.3848e-02 -3.5191e+00 -8.3232e-02 +2.3465e+00 +2.3038e+00 +3.0196e+00 -2.8039e+00 +1.8475e-01 -6.8940e-01 +1.5859e+00 -1.6759e+00 +4.4013e-01 +1.3592e+00 -3.0626e+00 -3.4168e+00 -2.1651e+00 -2.9646e+00 +3.0838e+00
302 +2.418342675e+04 +2.418342675e+04 +2.518342675e+04 +2.518342675e+04 -3.0170e+00 +2.0837e+00 -4.6806e+00 -3.2762e-01 +7.6946e-01 +2.8616e+00 +1.3204e+00 +5.1158e-01 +2.3293e+00 -3.9880e+00 +9.3625e-01 -4.5525e+00 +5.0112e-02 +6.7055e-01 -6.5619e-01 +9.8564e-01 -1.7597e+00 -3.4139e+00 -1.6085e+00 +3.3708e-01
402 +1.321427379e+04 +1.321427379e+04 +1.421427379e+04 +1.421427379e+04 +1.0133e+00 +1.3232e+00 -3.5540e+00 +2.3405e-01 +2.5851e-01 +8.0916e-01 -1.7564e+00 -9.0004e-01 -1.2879e+00 +1.0330e+00 -1.0978e+00 -2.6836e+00 +1.2308e+00 -3.5108e+00 +8.5303e-02 -1.0508e-01 -1.5654e+00 +4.3748e-01 -4.6642e-01 +3.6306e+00
420 +9.876536011e+03 +9.876536011e+03 +1.087653601e+04 +1.087653601e+04 -2.5451e+00 -1.7218e+00 +7.5095e-01 -3.7124e+00 +4.4600e+00 +2.3956e+00 -1.9353e+00 -2.0697e+00 -2.6352e+00 -2.4555e+00 -2.3744e+00 -3.5148e+00 +1.3400e-02 -3.0245e+00 +3.1186e-01 -3.2802e+00 +3.3851e-01 -7.3963e-01 -2.7788e+00 +1.0035e+00
1007 +4.442090251e+03 +4.442090251e+03 +5.442090251e+03 +5.442090251e+03 +2.2880e+00 +7.3154e-02 -1.1292e+00 +1.7052e+00 -8.3674e-01 +1.5065e+00 -1.5651e+00 -9.6286e-01 -1.7286e+00 +6.1854e-02 -1.8002e-01 +1.0830e+00 -1.3907e+00 -2.3582e+00 -2.3558e+00 +2.4264e-01 -6.3433e-01 -3.3760e-01 -2.0139e+00 +4.1163e-01
1101 +3.876971360e+03 +3.876971360e+03 +4.876971360e+03 +4.876971360e+03 +2.2880e+00 -6.4754e-01 -1.1305e+00 +1.7052e+00 -5.0604e-01 +1.5065e+00 -1.5651e+00 -9.6286e-01 -1.2015e+00 +2.1755e-01 -1.8002e-01 +9.7789e-01 -1.3907e+00 -2.0742e+00 -2.3558e+00 +2.4264e-01 -6.3433e-01 -4.7209e-01 -2.1392e+00 +2.8816e-01
1201 +2.359167086e+03 +2.359167086e+03 +3.359167086e+03 +3.359167086e+03 +1.5959e-01 +4.0473e-01 +1.5895e+00 -4.3485e-01 -6.8879e-01 +3.6742e+00 -7.7088e-01 -6.1123e-01 +5.5414e-01 -2.6609e+00 -1.5938e+00 -1.8763e+00 +1.3581e-01 -1.1905e+00 -9.7264e-01 -3.6440e-01 -2.9027e+00 -8.8285e-01 -6.7367e-01 +4.7479e-01
1419 +1.007679881e+03 +1.007679881e+03 +2.007679881e+03 +2.007679881e+03 -1.4377e+00 -2.1691e+00 -1.1906e+00 -2.4136e+00 +1.8649e+00 +6.9054e-01 -1.7112e+00 +2.7789e+00 -1.3971e+00 +7.6480e-01 -3.5833e+00 -9.7298e-01 -6.9496e-01 -4.2761e-01 -2.3190e+00 -2.3186e+00 -1.7682e+00 -2.5447e+00 -1.7049e+00 +5.8183e-01
1501 +6.960386721e+02 +6.960386721e+02 +1.696038672e+03 +1.696038672e+03 -1.4377e+00 -2.1691e+00 -1.1906e+00 -2.4136e+00 +3.8594e-01 +1.8925e+00 -2.7925e+00 +2.5577e-01 -1.8134e+00 +3.9458e-01 -2.2216e+00 -9.7298e-01 -1.8827e+00 -1.1362e+00 -1.0956e+00 -2.8791e+00 -1.7682e+00 -2.5447e+00 -1.7049e+00 +5.8183e-01
1801 +4.051873601e+02 +4.051873601e+02 +1.405187360e+03 +1.405187360e+03 +4.3058e-01 -1.4427e+00 -1.8800e+00 -2.6053e-01 -4.9482e-01 -6.4599e-01 +6.3153e-01 -1.2092e-01 -3.4534e-01 -3.1427e+00 +1.5747e-01 -1.6094e+00 -2.0373e+00 -8.5891e-01 -2.5210e+00 +9.4070e-02 -7.6439e-01 -1.0823e+00 -1.6183e+00 +1.9787e+00
1814 +1.628233441e+02 +1.628233441e+02 +1.162823344e+03 +1.162823344e+03 -1.9553e+00 -1.1299e+00 -2.4146e-01 -1.0127e+00 -2.5970e+00 +1.5188e+00 -4.2464e-01 +9.9046e-01 -1.0713e+00 +6.0655e-01 -7.9694e-01 +1.0562e-01 -4.8087e-01 -1.6407e+00 -1.4094e+00 -5.6010e-01 -2.6871e+00 -3.3434e-01 -1.7247e+00 +1.4936e+00
1909 +7.035963394e+01 +7.035963394e+01 +1.070359634e+03 +1.070359634e+03 +1.8721e+00 +7.5702e-01 -3.0826e+00 +2.4389e-01 -1.1471e+00 -4.4957e-02 +5.9143e-01 +1.1785e+00 +4.8666e-02 -1.6254e+00 -1.5664e+00 -3.2893e-01 -7.5481e-01 -1.0819e+00 -1.2610e+00 -8.0525e-01 -2.1337e+00 -5.4084e-01 -8.6945e-01 +1.4849e+00
2001 +1.234718896e+01 +1.234718896e+01 +1.012347189e+03 +1.012347189e+03 -1.6210e+00 -2.6872e-01 -4.2471e-01 -1.1610e+00 -5.3041e-01 +2.8041e+00 -4.3972e-01 +1.3114e-01 +1.4816e-01 -6.2790e-01 -6.0509e-01 -1.0966e+00 -2.3528e+00 -1.5870e+00 -2.0156e+00 -3.2197e-01 -2.3211e+00 -8.8033e-01 -8.1528e-01 +1.2165e+00
2031 +3.857302708e+00 +3.857302708e+00 +1.003857303e+03 +1.003857303e+03 +5.5116e-01 +1.1878e+00 -2.4301e+00 +2.7024e-01 -1.1848e+00 +1.0533e+00 -3.9082e-02 +1.3539e+00 -9.6937e-02 -5.7480e-01 -1.7297e+00 -4.5909e-01 -1.9287e+00 -1.8701e+00 -1.1080e+00 -7.4253e-01 -1.2016e+00 -2.0200e+00 -2.2268e+00 +1.3532e+00
12712 +2.487592466e+00 +2.487592466e+00 +1.002487592e+03 +1.002487592e+03 -2.3847e-01 +9.0178e-01 -1.6151e+00 -1.5010e+00 -1.3859e+00 +2.1063e-01 -1.3187e+00 +1.2940e+00 -1.6163e+00 -6.8903e-01 -2.4706e+00 -2.6622e-01 -2.6120e+00 -1.9673e+00 -2.1746e+00 -1.6606e+00 -1.7955e+00 -2.0932e+00 -1.1796e+00 +2.3136e+00
27801 +1.576258162e+00 +1.576258162e+00 +1.001576258e+03 +1.001576258e+03 -1.0546e+00 +2.2644e+00 -2.0828e+00 +7.0560e-02 -2.5830e+00 +2.0512e+00 -1.1948e+00 -8.3338e-02 -2.6529e+00 -1.3517e+00 -2.2209e+00 -2.0244e+00 -1.5069e+00 -1.7735e+00 -2.2030e+00 -1.7049e+00 -2.1691e+00 -1.6733e+00 -9.8633e-01 +1.2695e+00
48401 +9.925633840e-01 +9.925633840e-01 +1.000992563e+03 +1.000992563e+03 -2.1233e+00 +2.1128e+00 -2.1520e+00 -2.1072e+00 -4.5776e-01 -1.8905e-01 -2.7232e+00 +1.9975e+00 -1.4521e+00 -2.2741e+00 -2.0574e+00 -2.3626e-01 -7.6074e-01 -2.4054e+00 -4.7621e-01 -1.3930e+00 -2.2878e+00 -1.6630e+00 -2.1777e+00 +2.0452e+00
107101 +6.224386575e-01 +6.224386575e-01 +1.000622439e+03 +1.000622439e+03 -2.1026e+00 +2.0975e+00 -2.1084e+00 -2.0674e+00 -2.2113e+00 +2.1357e+00 -2.1340e+00 +1.4535e+00 -8.6475e-02 -2.5870e+00 -1.9844e+00 -2.9116e-01 -7.9259e-01 -2.4206e+00 -2.0193e+00 -1.6688e+00 -2.2366e+00 -8.0672e-01 -2.4617e+00 +2.0210e+00
213401 +3.963972211e-01 +3.963972211e-01 +1.000396397e+03 +1.000396397e+03 -2.1070e+00 +2.0989e+00 -2.1195e+00 +8.2595e-01 -5.9739e-02 +1.8259e+00 -2.1814e+00 +2.0854e+00 -2.1160e+00 -2.1212e+00 -2.0996e+00 -2.1212e+00 -2.0797e+00 -2.1264e+00 -2.1089e+00 -1.6727e+00 -2.2213e+00 -2.0773e+00 -2.1175e+00 +2.1028e+00
334201 +2.493100074e-01 +2.493100074e-01 +1.000249310e+03 +1.000249310e+03 -2.1039e+00 +2.1055e+00 -2.1002e+00 -2.0745e+00 -2.1287e+00 +2.0415e+00 +3.7447e-01 +2.7613e+00 -1.9253e+00 -2.1468e+00 -2.0958e+00 -2.1120e+00 -2.0819e+00 -2.1140e+00 -2.1009e+00 -2.1209e+00 -2.1109e+00 -2.1022e+00 -1.1897e+00 +2.3310e+00
595002 +7.343614845e-02 +7.343614845e-02 +1.000073436e+03 +1.000073436e+03 -2.1051e+00 +2.1059e+00 -2.1033e+00 -2.1024e+00 -2.1162e+00 +2.0572e+00 +3.7447e-01 +2.7237e+00 -1.9546e+00 -2.1430e+00 -2.0953e+00 -2.1090e+00 -2.1029e+00 -2.1067e+00 -2.1027e+00 -2.1130e+00 -2.1025e+00 -2.1044e+00 -2.1005e+00 +2.1053e+00
670901 +6.225593921e-02 +6.225593921e-02 +1.000062256e+03 +1.000062256e+03 -2.1048e+00 +2.1046e+00 -2.1055e+00 -2.1044e+00 -2.0981e+00 +2.1147e+00 +4.2580e-01 +2.7237e+00 -1.9546e+00 -2.1430e+00 -2.0947e+00 -2.1090e+00 -2.1029e+00 -2.1064e+00 -2.1027e+00 -2.1091e+00 -2.1025e+00 -2.1054e+00 -2.1044e+00 +2.1053e+00
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.052636103e+05 +3.052636103e+05 +3.054719903e+05 +3.054719903e+05 +1.2486e+00 -4.9325e+00 -1.0908e+00 +3.2044e+00 +2.1728e+00 +3.4304e+00 +4.6008e+00 +2.2546e+00 +1.5585e+00 -1.7143e+00 +9.1380e-01 +1.6213e+00 +4.1014e+00 -1.3268e+00 -3.8533e+00 -3.7308e+00 +4.8174e+00 -3.4093e+00 -4.4946e-01 -4.6977e+00
2 +1.116305897e+05 +1.116305897e+05 +1.118389697e+05 +1.118389697e+05 -3.8447e+00 +1.0786e+00 -3.7971e+00 +4.0120e+00 +2.0598e+00 -2.7616e+00 -3.8997e-02 +2.4856e-01 +6.1548e-01 +2.0969e+00 +2.3014e+00 -9.6918e-01 -2.5283e+00 +1.7275e+00 -3.7156e+00 -3.3645e+00 -6.6480e-01 -1.8722e+00 -8.0996e-01 +3.4060e+00
7 +9.413503032e+04 +9.413503032e+04 +9.434341032e+04 +9.434341032e+04 +2.5674e+00 -2.7860e+00 -1.7724e+00 +1.5805e+00 -2.5246e+00 -3.0815e+00 +4.8674e-01 -1.4812e+00 +1.3442e+00 +4.2641e+00 -1.9272e+00 -1.4833e+00 +1.3366e-01 +2.6247e+00 -2.9710e+00 +4.0371e-01 +2.3110e+00 +1.8186e+00 +2.2668e+00 +5.8911e-02
9 +6.200502690e+04 +6.200502690e+04 +6.221340690e+04 +6.221340690e+04 +2.7375e-01 +3.3450e+00 -4.6192e+00 +1.7345e+00 +4.3248e+00 +3.2585e+00 -1.4854e+00 +1.2015e+00 +1.9379e+00 +3.0014e+00 +1.9431e+00 +2.7726e-01 -2.4415e+00 -4.6377e+00 -2.7566e+00 -3.1887e+00 +2.3221e+00 +9.7372e-02 +1.4349e+00 -1.9308e+00
104 +3.258150721e+04 +3.258150721e+04 +3.278988721e+04 +3.278988721e+04 +2.7375e-01 +3.3450e+00 -4.6192e+00 +1.7345e+00 +4.3248e+00 +3.2585e+00 -1.6952e+00 +1.5978e+00 +1.9379e+00 -1.1021e+00 +2.8850e+00 +9.6936e-01 -2.4415e+00 -2.6274e+00 -2.7566e+00 -2.9464e+00 +2.3221e+00 +1.1692e-01 +1.4349e+00 +3.3839e+00
407 +2.152818168e+04 +2.152818168e+04 +2.173656168e+04 +2.173656168e+04 -5.2598e+00 +3.7297e-01 -2.7253e+00 -9.7869e-01 +8.2963e-01 +5.7791e+00 -3.7654e+00 +4.5304e+00 -8.5799e-01 -1.2855e+00 +1.8737e+00 +9.2199e-02 -2.6422e+00 -2.9965e-01 +1.1255e+00 -2.9356e+00 +2.7979e+00 +3.2681e+00 +3.0173e-01 +2.6031e+00
521 +1.407983817e+04 +1.407983817e+04 +1.428821817e+04 +1.428821817e+04 +3.1053e+00 +2.8305e+00 -4.2414e+00 +4.3953e+00 +2.2264e+00 +9.5427e-01 -6.2434e-01 -5.1678e-02 -2.6059e+00 +2.6465e+00 +1.9790e-01 +1.4959e+00 -9.4286e-01 -9.9556e-01 -7.1049e-01 +2.9305e-01 +1.3196e+00 -5.7118e-01 +1.5884e+00 +1.6955e+00
724 +4.777552640e+03 +4.777552640e+03 +4.985932640e+03 +4.985932640e+03 -7.0984e-01 -2.8380e+00 -1.8918e+00 +3.3251e+00 +2.6329e+00 +6.2605e-01 +3.8973e-01 +2.8804e+00 -1.2964e+00 +8.0059e-01 -7.0738e-01 +1.1020e+00 +1.0830e-02 -2.4512e-01 +1.0932e+00 -2.6175e+00 +1.4127e+00 +1.6961e+00 -2.1988e-01 +1.7674e+00
1148 +3.927134449e+03 +3.927134449e+03 +4.135514449e+03 +4.135514449e+03 -1.2749e+00 +2.6369e+00 -2.8600e+00 -9.7710e-01 +4.2910e+00 +1.2488e+00 +1.2296e+00 +1.6995e+00 +4.0715e-01 +4.2555e-01 +1.5929e+00 +1.6188e+00 -2.0594e-01 -5.1723e-01 +1.6323e+00 -2.1133e+00 -4.1445e-01 +5.1137e-01 +1.9127e+00 +1.1062e+00
